# ORF = yeast systematic name
# Total.TPM.mean = average transcripts per million (TPM) at 30C, Wallace
# Occ.mean = ribosome-bound fraction of mRNA, Bard
# LengthTxEst = estimated transcript length
ORF	Total.TPM.mean	Occ.mean	LengthTxEst
YBL064C	77.9333134759575	0.9332725615463446	881
YBL066C	8.243531266268173	0.7055470672524049	3813
YBL067C	52.132080398198205	0.8439221013165417	2538
YBL068W	56.35958601062924	0.8828152621381014	1187
YBL069W	34.57928192677902	0.8766015211244115	1518
YBL071W-A	100.50659516047182	0.9359657259386585	722
YBL072C	2969.332576238319	0.9386273876138932	746
YBL074C	13.739544187314465	0.5567795371588942	1376
YBL075C	12.727521709076596	0.734624105638689	2197
YBL076C	592.6484869337676	0.8996659375917232	3330
YBL078C	20.937183467717578	0.944274317164996	550
YBL079W	70.52258261928492	0.8093638290822971	4680
YBL080C	7.5399134827815555	0.7939687776974019	1775
YBL082C	30.39186723067099	0.8149239526851852	1477
YBL084C	9.832026635667129	0.7028809050860574	2448
YBL085W	30.017829635590665	0.8022876042982989	3251
YBL087C	2403.0734186838954	0.9143372550294374	557
YBL088C	15.13938536078419	0.8138131987750556	8535
YBL089W	15.24023849158556	0.7574354609049859	1503
YBL090W	54.98013055164443	0.9145138350177676	674
YBL091C	113.60830253863334	0.9275181736325702	1443
YBL091C-A	21.62918278024188	0.779405933146102	673
YBL092W	5760.052826260316	0.9196806020038996	532
YBL093C	61.44053181979591	0.8985555405912298	903
YBL097W	6.513342361943064	0.8050107622859277	2493
YBL098W	13.666697830020302	0.9244142676574968	1554
YBL099W	332.0962503373019	0.9383205964444524	2155
YBL101C	11.268238560741183	0.8136458030909737	3626
YBL102W	85.44245218676483	0.899842534630259	902
YBL103C	16.78519852236852	0.7529130920850408	2099
YBL104C	19.89844618983008	0.736727693505598	3154
YBL105C	31.05795452151391	0.7594071880755018	3859
YBL106C	12.8190222122809	0.8375196503061503	3216
YBL107C	30.088686016724797	0.8431013713272302	716
YBL111C	2.611533471843026	NA	2175
YBR001C	9.209623452613274	0.8291056536186273	2551
YBR002C	35.88149813605715	0.8018868019334482	1050
YBR003W	39.39846210190176	0.8228648316770836	1585
YBR004C	34.21531008943375	0.6316466272435328	1418
YBR005W	39.28821553448461	0.8733703584146566	856
YBR006W	15.64751810453143	0.7882563900146093	1746
YBR007C	11.806473100101956	0.7425346810027655	2442
YBR008C	28.215963496844665	0.5256571323092054	1961
YBR009C	1058.186656712485	0.9131728985212187	531
YBR010W	676.0125281851247	0.9243080642393448	596
YBR011C	1419.42377248818	0.9410668180105806	1007
YBR014C	59.683803978465605	0.9305290985374288	796
YBR015C	103.92412652943496	0.8898470441737478	2027
YBR016W	74.53312371821704	0.8816647273931033	624
YBR017C	87.39396180008667	0.8633683768507345	2911
YBR018C	1.359265217931514	NA	1290
YBR021W	10.76738951205012	0.7971827787204433	2154
YBR022W	28.447158586327635	0.8270162259463201	753
YBR023C	45.09732971332359	0.8009139584661464	3786
YBR024W	13.110123848815372	0.921114308131572	1195
YBR025C	440.6841034014394	0.9324357140264284	1474
YBR026C	62.091986286179186	0.9443948677684432	1304
YBR028C	41.734537496186185	0.8447738568198275	1805
YBR029C	54.99462513105804	0.8421797091692924	1590
YBR030W	28.33839830673218	0.7170592930113876	1798
YBR031W	1446.0155699251427	0.9297954879708128	1206
YBR034C	161.07499140261154	0.9043131412300842	1263
YBR035C	136.40026486123938	0.9234749525802436	833
YBR036C	96.80008891268665	0.878291617640153	1475
YBR037C	34.19968918450088	0.8289082836462269	996
YBR038W	14.85963485910566	0.8263355990281359	3129
YBR039W	195.35794396771	0.9581349236471716	1181
YBR041W	28.603954864077245	0.8549531106868558	2205
YBR042C	41.50435412726813	0.880053831335962	1312
YBR043C	21.994373479541625	0.7698147711095928	2335
YBR044C	19.49276544374925	0.7341873248914387	1835
YBR045C	2.3744938012631596	0.792757223940076	2166
YBR046C	5.92336749332728	0.9405867868730856	1307
YBR048W	2044.7134427237847	0.9378749076552192	711
YBR049C	61.900290186367	0.820763168561741	2774
YBR050C	2.0818502718866116	0.7428038814963958	1178
YBR052C	114.86692965130942	0.945135136166199	744
YBR054W	84.60685184892978	0.9267182274268868	1729
YBR055C	25.735676846834508	0.7584707682799785	2820
YBR056W	54.07528828635929	0.9468323260168984	1600
YBR057C	34.12885237545452	0.7229501569444257	1312
YBR058C	44.70639347823006	0.8781624584905244	2415
YBR058C-A	179.0808465514823	0.8376006378414604	467
YBR059C	29.59242885797014	0.8816763381025158	3548
YBR060C	25.60510770096068	0.7961328626174582	2007
YBR061C	53.36744897404617	0.8634920440670998	1045
YBR063C	27.036408395148204	0.7719330552151769	1760
YBR065C	24.62541731562657	0.8252624944580393	1621
YBR066C	23.64666456749586	0.8090178904220705	827
YBR067C	119.89504949191944	0.8874068738690987	813
YBR068C	127.30256357455788	0.7703951969012408	2071
YBR069C	155.9464190617794	0.8284719296498579	2122
YBR070C	31.912976937776516	0.8714762930496022	795
YBR071W	47.23754652197136	0.8787861553667544	965
YBR072W	50.503167278843435	0.9617576729368644	877
YBR073W	67.40292944143089	0.8553629776903027	3048
YBR074W	58.94336894701068	0.8508317152849298	2998
YBR077C	42.23091681946141	0.7217740595069011	848
YBR078W	456.71167403568194	0.8657365265921662	1760
YBR079C	206.45831203251112	0.9001776178471956	3009
YBR080C	66.31514075830994	0.8833070152052795	2444
YBR081C	24.13441226649779	0.7985562374663804	4170
YBR082C	450.7435255417971	0.9277747545981478	686
YBR083W	36.46348789497032	0.7416603219573673	1805
YBR084C-A	2703.6637649501777	0.9245562509702944	692
YBR084W	168.68100263136145	0.91995076800814235	3108
YBR085C-A	90.41529439675249	0.9353359039949392	681
YBR085W	9.341110020581905	0.7871257679005418	1199
YBR086C	127.71048745657828	0.8466488227190775	3253
YBR087W	45.33912453465703	0.8969113812672125	1136
YBR088C	166.1242460439751	0.9248340217167624	894
YBR089C-A	119.20368342967828	0.8177626765730848	510
YBR091C	42.032348548302	0.8901060695811049	472
YBR092C	196.86708410936427	0.8877536629058439	1484
YBR093C	17.33258163287661	0.858225800387866	1515
YBR094W	33.7390930414798	0.8572285120063727	2325
YBR095C	28.510713160433593	0.8632874823426759	1414
YBR097W	16.361060373760576	0.7916041609883862	4536
YBR098W	10.00417206154802	0.727118858920004	2257
YBR101C	87.68787100706207	0.8587071086294172	964
YBR102C	28.78161967779723	0.7904578393659709	2449
YBR103W	20.206435610828756	0.8812527883232288	1816
YBR104W	34.82839721791866	0.8861112723254252	1161
YBR105C	28.142698747257302	0.7181973033612197	1272
YBR106W	836.2319176868696	0.9323622938867204	730
YBR107C	14.308148955267184	0.7196826416715307	1131
YBR108W	10.105876617252653	0.8266828068937035	3064
YBR109C	349.8775349385679	0.9528074103055606	671
YBR110W	40.19390662883737	0.8341319408638435	1638
YBR111C	112.6931415234244	0.9257762477382094	813
YBR111W-A	88.56904455758432	0.8543283789026765	492
YBR112C	49.75808851679981	0.8127236773437225	3307
YBR114W	7.089318263712655	0.8067986607186562	2541
YBR115C	62.403569995133694	0.8409329328230939	4350
YBR117C	1.22809658374844	0.8508102292210524	2217
YBR118W	13981.319072717912	0.9518618837064744	1525
YBR119W	23.961720957339683	0.71102916571083	1065
YBR120C	19.51054962411061	0.8822666553902636	632
YBR121C	498.45875085603535	0.9314668996967576	2211
YBR122C	94.45171486013	0.8548879095977615	766
YBR123C	20.348655925533176	0.7784924931044678	2048
YBR125C	25.341311915963164	0.8803024418029097	1353
YBR126C	114.65549891973974	0.9482157170069508	1711
YBR126W-A	132.1105567127677	0.934164296866326	384
YBR127C	741.6280272177685	0.955058485274998	1767
YBR128C	3.916688433609085	0.7375316610743602	1159
YBR129C	31.458568190036015	0.7759350061335589	1129
YBR130C	53.26900219204307	0.8594933702876724	1433
YBR131W	12.645053216496487	0.7466878349766373	2220
YBR132C	9.857916880805544	0.831304752274611	2246
YBR133C	41.53317631429405	0.7612479330056474	2717
YBR135W	88.91235267809256	0.8536317851453428	738
YBR136W	17.13414623636632	0.8097236929265306	7278
YBR137W	56.0205561038496	0.9386448858244614	748
YBR139W	56.65606454669934	0.9254976348016438	1698
YBR140C	41.840541811095505	0.8837539416311341	9450
YBR141C	19.849948079846445	0.847523527572168	1148
YBR142W	62.40825543900651	0.8781183854946604	2557
YBR143C	350.4329904780551	0.9239526765646902	1497
YBR145W	10.912436752639378	0.7836706948732163	1213
YBR146W	82.64928344097989	0.8499372208289702	1091
YBR148W	1.1779198585207815	0.771317798651159	2001
YBR149W	191.38059395797637	0.9448418904625312	1197
YBR150C	14.490093899628397	0.5896890323957261	3456
YBR151W	180.55341710330788	0.8477668595441488	1194
YBR152W	15.12600028126582	0.6740370532164852	1620
YBR153W	27.448998090310116	0.7457635115883361	984
YBR154C	194.002305579576	0.9312167785428472	825
YBR155W	37.4513734692393	0.929399741616675	1293
YBR156C	14.201195397424089	0.7327632858339617	2326
YBR157C	35.90512812193091	0.6916512947501952	1732
YBR158W	203.3599338732571	0.6895025684209899	2065
YBR159W	114.88937781508	0.9229998632699202	1254
YBR160W	52.74008065830024	0.8862165542934362	1069
YBR161W	16.825383027411768	0.7855425241010946	1498
YBR162C	80.44270990222404	0.8516858117798314	1831
YBR162W-A	6920.179283148625	0.8791220376991888	338
YBR163W	25.84827857845097	0.632014536205487	1948
YBR164C	92.2964589576014	0.9511605415045132	808
YBR165W	24.1779172632353	0.8413482767272495	1075
YBR166C	34.46150519648631	0.8988594311846425	1503
YBR167C	30.681451163440965	0.8337781073963109	563
YBR168W	18.41869733859004	0.8345063400188126	1525
YBR169C	28.607793651362577	0.8998553677019068	2285
YBR170C	19.582085975074182	0.8914649269991299	1907
YBR171W	113.99713649539932	0.9099881611641214	772
YBR172C	48.22824280535717	0.7624377947127706	2414
YBR173C	116.54792743375454	0.8913003575175931	619
YBR175W	16.754516599767147	0.8011391336674702	1064
YBR176W	26.01966660722405	0.9128602402196052	1181
YBR177C	58.16682618698216	0.9164948089431084	1550
YBR179C	21.59867774136406	0.7981490844898617	2714
YBR181C	2191.40169544167	0.9537943659710902	848
YBR182C	3.0345697732879966	0.8219153651616509	1841
YBR183W	14.085849672121276	0.8205890318066472	1129
YBR185C	31.534880425831965	0.8391816737112734	1045
YBR187W	134.29831923777826	0.8853061251986212	1101
YBR188C	26.16978640086337	0.8633007040296707	674
YBR189W	3968.145158328294	0.9369364020777032	689
YBR191W	3199.4297472155768	0.9196917098025932	645
YBR192W	21.081244420754484	0.8737254792499232	1554
YBR193C	30.292665460654515	0.7723903023058483	954
YBR194W	26.224183951151787	0.7991767102591678	613
YBR195C	26.089630075413005	0.8355854737438494	1428
YBR196C	1484.5876192871733	0.9447786919693536	1864
YBR197C	39.99685836566662	0.7513918038914684	1109
YBR198C	39.55710689177703	0.8042354889763494	2560
YBR199W	90.41077900104632	0.9204319336556076	1665
YBR200W	34.451373683368594	0.851595841478511	1941
YBR201W	15.56901285726914	0.8900958684221454	896
YBR202W	49.291246104176544	0.8239915282494472	2780
YBR203W	3.819323587337855	0.37896067906175535	3195
YBR204C	20.50006432859023	0.8954965901583023	1400
YBR205W	100.11262545925688	0.9303644356809476	1405
YBR207W	38.002224838813746	0.860422694695246	1573
YBR208C	12.590560083678051	0.8073225403556563	5679
YBR210W	51.96587292953429	0.877339586498721	480
YBR211C	18.44107155224025	0.7490466804867091	1146
YBR212W	22.342498152639937	0.861215368239584	2602
YBR213W	14.935686071337198	0.8279766129423187	1091
YBR214W	15.862439425020453	0.8519737285817757	1847
YBR215W	15.602262045135722	0.7784532069703958	2033
YBR216C	17.004164720409392	0.8277183262118152	2283
YBR217W	15.424846797087186	0.8146123712253892	921
YBR218C	103.01987815229718	0.8607935200543053	3748
YBR221C	333.5098296698734	0.9388733147006856	1537
YBR222C	55.52073918505803	0.9101934179080676	1791
YBR223C	9.30499170291388	0.7009688876392779	1901
YBR227C	23.194852001039337	0.8489569159352244	1692
YBR228W	13.767910074051944	0.8247207066007425	1043
YBR229C	49.40593888281403	0.8757598970957869	3005
YBR230C	54.71502442658997	0.8550749476757967	536
YBR230W-A	127.75327826758094	0.912435485585474	380
YBR231C	7.52028381786962	0.799880477399742	1006
YBR233W	16.52479016461397	0.86785222406074	1501
YBR233W-A	55.06192950397632	0.9065598537809024	536
YBR234C	108.57400355331764	0.8706929597210399	1258
YBR235W	11.664985679777365	0.8167566280567806	3538
YBR236C	34.314415289959044	0.8375147520285382	1500
YBR237W	14.19052146142728	0.7653316340669505	2674
YBR238C	37.8239497547102	0.8706482108487532	2413
YBR239C	9.78934901550864	0.659876317417075	1833
YBR240C	1.2494743054990296	0.6259623168102071	1524
YBR241C	11.542763676993063	0.8158046140108782	1569
YBR242W	47.62125012195363	0.8217687943865413	940
YBR243C	32.091596076588424	0.8740682624416098	1559
YBR244W	170.875480967765	0.883116426331782	645
YBR245C	52.99046648943833	0.8549435590108088	3561
YBR246W	45.5540981922892	0.84499503681755594	1306
YBR247C	78.17891276551697	0.9196452448437676	1617
YBR248C	24.93407511099473	0.9022554570644428	1813
YBR249C	294.58949099158474	0.9443428671427232	1314
YBR251W	37.87316186942037	0.8212746747809283	1071
YBR252W	110.15494759661004	0.9130088875796224	535
YBR253W	51.09867467746759	0.789412328240318	450
YBR254C	43.04397037233809	0.8606087303426073	658
YBR255W	11.71048212600466	0.8104876901676249	2264
YBR256C	123.2008264604226	0.8746540988151041	808
YBR257W	23.594011077613732	0.8704649047585717	953
YBR258C	10.2601485256165	0.8369571774802514	534
YBR259W	14.452245791567336	0.7725402745695151	2243
YBR260C	30.99876028295592	0.7708995610589477	2154
YBR261C	74.32892781619395	0.9489614661347088	852
YBR262C	81.64358750939329	0.8652307808908211	474
YBR263W	226.07042843277512	0.9122057682461222	1606
YBR264C	27.651721034280175	0.90434322290727	662
YBR265W	54.16327309053416	0.8408749745971615	1132
YBR267W	73.34953372396166	0.865187312348852	1319
YBR268W	76.72997480568154	0.8402481696026041	461
YBR269C	67.8836332889166	0.9021079295219644	594
YBR270C	6.377414425987024	0.6472990812255579	1940
YBR271W	30.337327221678727	0.8789683949504057	1384
YBR272C	16.20574505113584	0.919765875912804	1647
YBR273C	37.79713682735226	0.8997409126237821	1439
YBR274W	24.24993478890703	0.84425062710381	1791
YBR275C	18.778438729587094	0.7927265547496674	5922
YBR276C	31.237085834945265	0.8183896527642528	2589
YBR278W	26.050312708056264	0.792686644178876	723
YBR279W	56.96052476392017	0.8342881367494532	1523
YBR280C	5.986552194252123	0.8462150229644505	2110
YBR281C	25.34759671054901	0.8734406811372262	2788
YBR282W	48.83583443439559	0.892042390181349	560
YBR283C	216.49994598530512	0.8853936474991311	1774
YBR286W	331.0238300328309	0.9284525120558528	1706
YBR288C	44.605794023089295	0.8784105318100137	1577
YBR289W	16.50006076567643	0.7601243588911453	2798
YBR290W	32.116411946327055	0.8704645292045168	1105
YBR291C	16.41977705457149	0.6978500538688459	1025
YBR293W	13.00129704119079	0.6917671578726015	1830
YBR295W	8.441630049000988	0.6090380390458625	3688
YBR297W	5.142357065587148	0.8072471820643732	1690
YBR298C	4.6511544171477865	0.4761320087673654	2335
YBR299W	1.6712101176443386	0.6064727577395479	1912
YBR301W	3.300792929989829	0.7404178162229995	534
YBR302C	49.36582877407866	0.8658925999995373	1311
YCL001W	118.3924746439792	0.8850344832190292	674
YCL004W	7.229286829486501	0.6826189721613815	1721
YCL005W	15.97571726325516	0.6966374455440516	954
YCL005W-A	570.7712129471424	0.938403953884514	358
YCL008C	17.80765815464213	0.8607369106712891	1301
YCL009C	347.24289233694117	0.9075680951149794	1087
YCL010C	42.130210808940646	0.7510306088157495	1451
YCL011C	102.9098973810344	0.8826385539659547	1438
YCL012C	38.69506127660172	0.8755648664392803	558
YCL014W	26.95293089854409	0.8435183644208888	5082
YCL016C	15.053371714424513	0.8241799841412325	1325
YCL017C	91.47951976353116	0.8982924783629103	1747
YCL024W	18.633273423982804	0.7723347785126695	3285
YCL025C	9.082638543682602	0.8167603187074728	2015
YCL026C-A	1.0654197284554396	0.7307963504340043	895
YCL026C-B	9.85473197473803	0.9480048672715284	682
YCL027W	13.962590196937342	0.7224505228985878	1789
YCL028W	100.26432018967672	0.9494049672768043	1374
YCL029C	29.690518682741025	0.7715717049198518	1619
YCL030C	117.96305735312174	0.8667817078935902	2567
YCL031C	113.46041445620229	0.8703702378251172	1042
YCL032W	18.03895434999614	0.8340706085374137	1189
YCL033C	64.56215605550587	0.8972261585051683	593
YCL034W	48.594423343558034	0.9187691081946858	1187
YCL035C	201.2184007928294	0.9415047963597036	494
YCL036W	29.977105476680983	0.755853945305008	1817
YCL037C	131.5198763614862	0.8852665195231111	1915
YCL038C	13.651095584187214	0.8950256712182215	1721
YCL039W	8.348960886309692	0.7877101689613797	2334
YCL040W	159.16864851851565	0.91709471395478	1707
YCL043C	639.7707012196095	0.8915646978942517	1707
YCL044C	10.573635724139768	0.8339435821847736	1481
YCL045C	122.26811119588722	0.9045675589924528	2379
YCL047C	26.9197989594384	0.9045698276270264	880
YCL050C	197.8763901508312	0.9292681898328934	1136
YCL051W	19.67802750443972	0.752007353663671	2153
YCL052C	39.19754868691186	0.8434738153195749	1461
YCL054W	57.102453420497966	0.8766339358209357	2656
YCL055W	37.647603296374406	0.867785072612415	1149
YCL056C	12.293960474979627	0.738302535788289	497
YCL057C-A	170.13450952189416	0.9591689029144466	454
YCL057W	105.71988047606098	0.9017156851670036	2262
YCL058W-A	5.863459954985574	0.8906605626843573	435
YCL059C	108.44793795230493	0.9113365638170898	1091
YCL061C	18.839747820091056	0.7929434882308779	3524
YCL063W	30.439154189148763	0.7674389616003376	1465
YCL064C	192.5287475789297	0.9028699553810164	1229
YCL067C	18.488555084121387	0.7750240715072161	804
YCR002C	96.52777067367732	0.9233392366041376	1144
YCR003W	41.6027199833558	0.8512198238192759	679
YCR004C	148.21696361237295	0.9525173143403554	1038
YCR005C	60.203845747685605	0.9004112323301914	1590
YCR008W	63.99021654442246	0.8025729474158243	2558
YCR009C	157.5508543734569	0.933385906440962	1136
YCR011C	47.249557378156624	0.8198892769306174	3320
YCR012W	3463.8023587645143	0.9561866139819136	1449
YCR014C	12.454265649403863	0.7921325111542323	1920
YCR015C	19.838941195825956	0.8111895015179762	1068
YCR017C	84.60876002335952	0.8530115950072388	3084
YCR018C	49.01390679661894	0.7187446586393427	837
YCR019W	17.39384604342111	0.8732304172824046	1341
YCR020C	7.540022495980208	0.8189155080470782	1139
YCR020C-A	49.645451893063445	0.886921728167258	448
YCR020W-B	65.02371425243703	0.8645973668406626	753
YCR021C	28.17785556960638	0.830364478497848	1270
YCR023C	25.958720593090533	0.821131692495509	2154
YCR024C	12.104135517739572	0.7181545252587741	1640
YCR026C	25.115660390191614	0.8053578527908165	2508
YCR027C	27.07446602773047	0.8064962540778363	1110
YCR028C	7.356238227262688	0.775368035378917	1885
YCR028C-A	212.8364581954504	0.9367458419090476	623
YCR030C	21.415305042584635	0.853522468536146	2871
YCR031C	3846.516340846542	0.9076789823275024	568
YCR032W	19.25735238701595	0.8500950341577388	6675
YCR033W	36.23140246670586	0.739270510129626	3852
YCR034W	113.62972672875377	0.8799449558309624	1233
YCR035C	64.76539925750286	0.9046159989238696	1356
YCR036W	65.22206650136222	0.917174809170413	1111
YCR037C	35.38863917322725	0.7869387170482807	2913
YCR038C	7.727528934983764	0.7036503803578866	2100
YCR039C	18.488555084121387	0.7750240715072161	804
YCR041W	12.201896889450024	NA	504
YCR042C	11.893083300156755	0.7642831756079926	4395
YCR044C	45.747270648746635	0.8047139611860002	1174
YCR046C	58.655033359765255	0.8217236379602778	643
YCR047C	4.681858128432621	0.9106738516092356	1091
YCR048W	42.69427034924133	0.7764499551693309	2072
YCR052W	68.13917140718391	0.8836138500164956	1703
YCR053W	229.76578248400688	0.9496833799550068	1716
YCR054C	26.637817390365704	0.8355340031734688	1927
YCR057C	82.70054072209243	0.8774733495913365	2947
YCR059C	52.61833800875007	0.880036534333063	972
YCR060W	77.84751640742583	0.8365834448216871	507
YCR061W	9.143175230353782	0.8412544993487097	2239
YCR063W	16.090089043923633	0.6730411870344941	986
YCR065W	36.1950405100236	0.7768372392074678	2151
YCR066W	9.421831827594646	0.6926202617916891	1679
YCR067C	31.2864656268424	0.7847906339145623	3385
YCR068W	17.91031689241415	0.7856636497620932	1815
YCR069W	71.37717848993617	0.8538554228306436	1230
YCR071C	52.76333550616616	0.8895415906610844	552
YCR072C	41.766269156768416	0.8726808439659721	1655
YCR073C	11.08825554355948	0.6203331678516499	4128
YCR073W-A	20.71597336388868	0.902149715480182	1085
YCR075C	22.520901235550145	0.7210910201752319	939
YCR075W-A	32.24042926092576	0.878600995289499	330
YCR076C	21.08479449084207	0.8729007916643903	875
YCR077C	88.24187754686085	0.8472906794346329	2565
YCR079W	8.513604018578285	0.6904708158706487	1487
YCR081W	16.01324901376401	0.7197737155072865	4455
YCR082W	229.06335012605476	0.8792626568210442	535
YCR083W	78.37072720000405	0.937090326677986	542
