Treatment,Bio_rep,ImageNumber,Parent_Cell,Cell_Parent_Children_stress_granule_Count,Temperature,Depletion,SG_per_cell_compressed
46C_treat,BioRep2,23,31,7,46C,eIF3b depletion,7
46C_treat,BioRep2,23,32,2,46C,eIF3b depletion,2
46C_treat,BioRep2,23,33,3,46C,eIF3b depletion,3
46C_treat,BioRep2,23,34,3,46C,eIF3b depletion,3
46C_treat,BioRep2,23,35,4,46C,eIF3b depletion,4
46C_treat,BioRep2,23,36,6,46C,eIF3b depletion,6
46C_treat,BioRep2,23,37,4,46C,eIF3b depletion,4
46C_treat,BioRep2,23,38,4,46C,eIF3b depletion,4
46C_treat,BioRep2,24,1,3,46C,eIF3b depletion,3
46C_treat,BioRep2,24,2,5,46C,eIF3b depletion,5
46C_treat,BioRep2,24,3,3,46C,eIF3b depletion,3
46C_treat,BioRep2,24,4,6,46C,eIF3b depletion,6
46C_treat,BioRep2,24,5,1,46C,eIF3b depletion,1
46C_treat,BioRep2,24,6,4,46C,eIF3b depletion,4
46C_treat,BioRep2,24,7,4,46C,eIF3b depletion,4
46C_treat,BioRep2,24,8,6,46C,eIF3b depletion,6
46C_treat,BioRep2,24,9,4,46C,eIF3b depletion,4
46C_treat,BioRep2,24,10,6,46C,eIF3b depletion,6
46C_treat,BioRep2,24,11,1,46C,eIF3b depletion,1
46C_treat,BioRep2,24,12,3,46C,eIF3b depletion,3
46C_treat,BioRep2,24,13,1,46C,eIF3b depletion,1
46C_treat,BioRep2,24,14,2,46C,eIF3b depletion,2
46C_treat,BioRep2,24,15,5,46C,eIF3b depletion,5
46C_treat,BioRep2,24,16,8,46C,eIF3b depletion,8
46C_treat,BioRep2,24,17,3,46C,eIF3b depletion,3
46C_treat,BioRep2,24,18,5,46C,eIF3b depletion,5
46C_treat,BioRep2,24,19,4,46C,eIF3b depletion,4
46C_treat,BioRep2,25,1,4,46C,eIF3b depletion,4
46C_treat,BioRep2,25,2,6,46C,eIF3b depletion,6
46C_treat,BioRep2,25,3,6,46C,eIF3b depletion,6
46C_treat,BioRep2,25,4,9,46C,eIF3b depletion,9
46C_treat,BioRep2,25,5,3,46C,eIF3b depletion,3
46C_treat,BioRep2,25,6,1,46C,eIF3b depletion,1
46C_treat,BioRep2,25,7,4,46C,eIF3b depletion,4
46C_treat,BioRep2,25,8,9,46C,eIF3b depletion,9
46C_treat,BioRep2,25,9,2,46C,eIF3b depletion,2
46C_treat,BioRep2,25,10,1,46C,eIF3b depletion,1
46C_treat,BioRep2,25,11,5,46C,eIF3b depletion,5
46C_treat,BioRep2,25,12,6,46C,eIF3b depletion,6
46C_treat,BioRep2,25,13,6,46C,eIF3b depletion,6
46C_treat,BioRep2,25,14,3,46C,eIF3b depletion,3
46C_treat,BioRep2,25,15,5,46C,eIF3b depletion,5
46C_treat,BioRep2,25,16,8,46C,eIF3b depletion,8
46C_treat,BioRep2,25,17,3,46C,eIF3b depletion,3
46C_treat,BioRep2,25,18,7,46C,eIF3b depletion,7
46C_treat,BioRep2,25,19,6,46C,eIF3b depletion,6
46C_treat,BioRep2,25,20,11,46C,eIF3b depletion,11
46C_treat,BioRep2,25,21,5,46C,eIF3b depletion,5
46C_treat,BioRep2,25,22,7,46C,eIF3b depletion,7
46C_treat,BioRep2,25,23,1,46C,eIF3b depletion,1
46C_treat,BioRep2,25,24,7,46C,eIF3b depletion,7
46C_treat,BioRep2,25,25,4,46C,eIF3b depletion,4
46C_treat,BioRep2,25,26,3,46C,eIF3b depletion,3
46C_treat,BioRep2,25,27,2,46C,eIF3b depletion,2
46C_treat,BioRep2,25,28,5,46C,eIF3b depletion,5
46C_treat,BioRep2,25,29,4,46C,eIF3b depletion,4
46C_treat,BioRep2,26,1,4,46C,eIF3b depletion,4
46C_treat,BioRep2,26,2,9,46C,eIF3b depletion,9
46C_treat,BioRep2,26,3,2,46C,eIF3b depletion,2
46C_treat,BioRep2,26,4,7,46C,eIF3b depletion,7
46C_treat,BioRep2,26,5,3,46C,eIF3b depletion,3
46C_treat,BioRep2,26,6,3,46C,eIF3b depletion,3
46C_treat,BioRep2,26,7,4,46C,eIF3b depletion,4
46C_treat,BioRep2,26,8,0,46C,eIF3b depletion,0
46C_treat,BioRep2,26,9,4,46C,eIF3b depletion,4
46C_treat,BioRep2,26,10,11,46C,eIF3b depletion,11
46C_treat,BioRep2,26,11,4,46C,eIF3b depletion,4
46C_treat,BioRep2,26,12,7,46C,eIF3b depletion,7
46C_treat,BioRep2,26,13,6,46C,eIF3b depletion,6
46C_treat,BioRep2,26,14,6,46C,eIF3b depletion,6
46C_treat,BioRep2,26,15,2,46C,eIF3b depletion,2
46C_treat,BioRep2,26,16,5,46C,eIF3b depletion,5
46C_treat,BioRep2,26,17,3,46C,eIF3b depletion,3
46C_treat,BioRep2,26,18,5,46C,eIF3b depletion,5
46C_treat,BioRep2,26,19,3,46C,eIF3b depletion,3
46C_treat,BioRep2,26,20,1,46C,eIF3b depletion,1
46C_treat,BioRep2,26,21,1,46C,eIF3b depletion,1
46C_treat,BioRep2,26,22,4,46C,eIF3b depletion,4
46C_treat,BioRep2,26,23,5,46C,eIF3b depletion,5
46C_treat,BioRep2,26,24,10,46C,eIF3b depletion,10
46C_treat,BioRep2,26,25,4,46C,eIF3b depletion,4
46C_treat,BioRep2,26,26,6,46C,eIF3b depletion,6
46C_treat,BioRep2,26,27,5,46C,eIF3b depletion,5
46C_treat,BioRep2,26,28,4,46C,eIF3b depletion,4
46C_treat,BioRep2,26,29,5,46C,eIF3b depletion,5
46C_treat,BioRep2,26,30,9,46C,eIF3b depletion,9
46C_treat,BioRep2,26,31,4,46C,eIF3b depletion,4
46C_treat,BioRep2,26,32,2,46C,eIF3b depletion,2
30C_treat,BioRep1,1,1,1,30C,eIF3b depletion,1
30C_treat,BioRep1,1,2,0,30C,eIF3b depletion,0
30C_treat,BioRep1,1,3,0,30C,eIF3b depletion,0
30C_treat,BioRep1,1,4,0,30C,eIF3b depletion,0
30C_treat,BioRep1,1,5,0,30C,eIF3b depletion,0
30C_treat,BioRep1,1,6,0,30C,eIF3b depletion,0
30C_treat,BioRep1,1,7,1,30C,eIF3b depletion,1
30C_treat,BioRep1,1,8,0,30C,eIF3b depletion,0
30C_treat,BioRep1,1,9,1,30C,eIF3b depletion,1
30C_treat,BioRep1,1,10,0,30C,eIF3b depletion,0
30C_treat,BioRep1,1,11,0,30C,eIF3b depletion,0
30C_treat,BioRep1,1,12,0,30C,eIF3b depletion,0
30C_treat,BioRep1,1,13,0,30C,eIF3b depletion,0
30C_treat,BioRep1,1,14,0,30C,eIF3b depletion,0
30C_treat,BioRep1,1,15,0,30C,eIF3b depletion,0
30C_treat,BioRep1,1,16,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,1,1,30C,eIF3b depletion,1
30C_treat,BioRep1,2,2,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,3,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,4,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,5,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,6,1,30C,eIF3b depletion,1
30C_treat,BioRep1,2,7,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,8,1,30C,eIF3b depletion,1
30C_treat,BioRep1,2,9,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,10,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,11,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,12,1,30C,eIF3b depletion,1
30C_treat,BioRep1,2,13,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,14,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,15,1,30C,eIF3b depletion,1
30C_treat,BioRep1,2,16,2,30C,eIF3b depletion,2
30C_treat,BioRep1,2,17,1,30C,eIF3b depletion,1
30C_treat,BioRep1,2,18,1,30C,eIF3b depletion,1
30C_treat,BioRep1,2,19,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,20,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,21,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,22,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,23,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,24,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,25,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,26,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,27,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,28,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,29,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,30,0,30C,eIF3b depletion,0
30C_treat,BioRep1,2,31,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,1,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,2,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,3,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,4,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,5,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,6,1,30C,eIF3b depletion,1
30C_treat,BioRep1,3,7,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,8,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,9,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,10,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,11,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,12,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,13,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,14,1,30C,eIF3b depletion,1
30C_treat,BioRep1,3,15,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,16,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,17,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,18,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,19,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,20,1,30C,eIF3b depletion,1
30C_treat,BioRep1,3,21,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,22,1,30C,eIF3b depletion,1
30C_treat,BioRep1,3,23,3,30C,eIF3b depletion,3
30C_treat,BioRep1,3,24,1,30C,eIF3b depletion,1
30C_treat,BioRep1,3,25,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,26,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,27,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,28,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,29,1,30C,eIF3b depletion,1
30C_treat,BioRep1,3,30,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,31,1,30C,eIF3b depletion,1
30C_treat,BioRep1,3,32,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,33,2,30C,eIF3b depletion,2
30C_treat,BioRep1,3,34,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,35,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,36,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,37,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,38,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,39,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,40,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,41,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,42,0,30C,eIF3b depletion,0
30C_treat,BioRep1,3,43,0,30C,eIF3b depletion,0
30C_treat,BioRep1,4,1,0,30C,eIF3b depletion,0
30C_treat,BioRep1,4,2,0,30C,eIF3b depletion,0
30C_treat,BioRep1,4,3,0,30C,eIF3b depletion,0
30C_treat,BioRep1,4,4,0,30C,eIF3b depletion,0
30C_treat,BioRep1,4,5,0,30C,eIF3b depletion,0
30C_treat,BioRep1,4,6,0,30C,eIF3b depletion,0
30C_treat,BioRep1,4,7,0,30C,eIF3b depletion,0
30C_treat,BioRep1,4,8,0,30C,eIF3b depletion,0
30C_treat,BioRep1,4,9,0,30C,eIF3b depletion,0
30C_treat,BioRep1,4,10,0,30C,eIF3b depletion,0
30C_treat,BioRep1,4,11,0,30C,eIF3b depletion,0
30C_treat,BioRep1,4,12,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,1,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,2,1,30C,eIF3b depletion,1
30C_treat,BioRep1,5,3,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,4,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,5,1,30C,eIF3b depletion,1
30C_treat,BioRep1,5,6,1,30C,eIF3b depletion,1
30C_treat,BioRep1,5,7,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,8,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,9,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,10,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,11,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,12,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,13,2,30C,eIF3b depletion,2
30C_treat,BioRep1,5,14,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,15,1,30C,eIF3b depletion,1
30C_treat,BioRep1,5,16,1,30C,eIF3b depletion,1
30C_treat,BioRep1,5,17,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,18,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,19,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,20,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,21,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,22,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,23,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,24,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,25,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,26,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,27,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,28,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,29,2,30C,eIF3b depletion,2
30C_treat,BioRep1,5,30,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,31,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,32,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,33,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,34,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,35,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,36,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,37,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,38,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,39,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,40,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,41,0,30C,eIF3b depletion,0
30C_treat,BioRep1,5,42,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,1,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,2,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,3,2,30C,eIF3b depletion,2
30C_treat,BioRep1,6,4,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,5,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,6,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,7,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,8,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,9,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,10,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,11,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,12,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,13,1,30C,eIF3b depletion,1
30C_treat,BioRep1,6,14,1,30C,eIF3b depletion,1
30C_treat,BioRep1,6,15,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,16,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,17,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,18,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,19,3,30C,eIF3b depletion,3
30C_treat,BioRep1,6,20,1,30C,eIF3b depletion,1
30C_treat,BioRep1,6,21,1,30C,eIF3b depletion,1
30C_treat,BioRep1,6,22,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,23,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,24,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,25,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,26,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,27,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,28,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,29,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,30,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,31,1,30C,eIF3b depletion,1
30C_treat,BioRep1,6,32,1,30C,eIF3b depletion,1
30C_treat,BioRep1,6,33,1,30C,eIF3b depletion,1
30C_treat,BioRep1,6,34,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,35,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,36,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,37,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,38,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,39,0,30C,eIF3b depletion,0
30C_treat,BioRep1,6,40,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,1,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,2,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,3,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,4,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,5,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,6,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,7,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,8,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,9,1,30C,eIF3b depletion,1
30C_treat,BioRep1,7,10,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,11,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,12,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,13,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,14,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,15,1,30C,eIF3b depletion,1
30C_treat,BioRep1,7,16,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,17,1,30C,eIF3b depletion,1
30C_treat,BioRep1,7,18,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,19,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,20,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,21,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,22,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,23,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,24,2,30C,eIF3b depletion,2
30C_treat,BioRep1,7,25,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,26,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,27,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,28,1,30C,eIF3b depletion,1
30C_treat,BioRep1,7,29,1,30C,eIF3b depletion,1
30C_treat,BioRep1,7,30,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,31,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,32,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,33,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,34,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,35,0,30C,eIF3b depletion,0
30C_treat,BioRep1,7,36,1,30C,eIF3b depletion,1
30C_treat,BioRep1,7,37,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,1,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,2,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,3,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,4,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,5,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,6,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,7,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,8,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,9,1,30C,eIF3b depletion,1
30C_treat,BioRep1,8,10,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,11,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,12,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,13,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,14,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,15,1,30C,eIF3b depletion,1
30C_treat,BioRep1,8,16,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,17,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,18,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,19,1,30C,eIF3b depletion,1
30C_treat,BioRep1,8,20,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,21,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,22,1,30C,eIF3b depletion,1
30C_treat,BioRep1,8,23,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,24,1,30C,eIF3b depletion,1
30C_treat,BioRep1,8,25,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,26,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,27,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,28,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,29,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,30,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,31,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,32,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,33,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,34,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,35,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,36,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,37,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,38,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,39,1,30C,eIF3b depletion,1
30C_treat,BioRep1,8,40,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,41,1,30C,eIF3b depletion,1
30C_treat,BioRep1,8,42,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,43,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,44,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,45,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,46,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,47,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,48,0,30C,eIF3b depletion,0
30C_treat,BioRep1,8,49,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,1,2,30C,eIF3b depletion,2
30C_treat,BioRep1,9,2,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,3,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,4,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,5,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,6,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,7,1,30C,eIF3b depletion,1
30C_treat,BioRep1,9,8,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,9,2,30C,eIF3b depletion,2
30C_treat,BioRep1,9,10,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,11,2,30C,eIF3b depletion,2
30C_treat,BioRep1,9,12,1,30C,eIF3b depletion,1
30C_treat,BioRep1,9,13,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,14,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,15,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,16,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,17,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,18,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,19,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,20,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,21,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,22,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,23,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,24,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,25,1,30C,eIF3b depletion,1
30C_treat,BioRep1,9,26,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,27,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,28,0,30C,eIF3b depletion,0
30C_treat,BioRep1,9,29,2,30C,eIF3b depletion,2
30C_treat,BioRep1,9,30,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,1,2,30C,eIF3b depletion,2
30C_treat,BioRep1,10,2,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,3,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,4,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,5,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,6,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,7,1,30C,eIF3b depletion,1
30C_treat,BioRep1,10,8,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,9,2,30C,eIF3b depletion,2
30C_treat,BioRep1,10,10,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,11,2,30C,eIF3b depletion,2
30C_treat,BioRep1,10,12,1,30C,eIF3b depletion,1
30C_treat,BioRep1,10,13,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,14,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,15,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,16,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,17,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,18,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,19,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,20,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,21,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,22,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,23,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,24,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,25,1,30C,eIF3b depletion,1
30C_treat,BioRep1,10,26,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,27,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,28,0,30C,eIF3b depletion,0
30C_treat,BioRep1,10,29,2,30C,eIF3b depletion,2
30C_treat,BioRep1,10,30,0,30C,eIF3b depletion,0
30C_treat,BioRep1,11,1,0,30C,eIF3b depletion,0
30C_treat,BioRep1,11,2,0,30C,eIF3b depletion,0
30C_treat,BioRep1,11,3,0,30C,eIF3b depletion,0
30C_treat,BioRep1,11,4,2,30C,eIF3b depletion,2
30C_treat,BioRep1,11,5,0,30C,eIF3b depletion,0
30C_treat,BioRep1,11,6,0,30C,eIF3b depletion,0
30C_treat,BioRep1,11,7,0,30C,eIF3b depletion,0
30C_treat,BioRep1,11,8,0,30C,eIF3b depletion,0
30C_treat,BioRep1,11,9,0,30C,eIF3b depletion,0
30C_treat,BioRep1,11,10,0,30C,eIF3b depletion,0
30C_treat,BioRep1,11,11,0,30C,eIF3b depletion,0
30C_treat,BioRep1,11,12,0,30C,eIF3b depletion,0
30C_treat,BioRep1,11,13,0,30C,eIF3b depletion,0
30C_treat,BioRep1,11,14,1,30C,eIF3b depletion,1
30C_treat,BioRep1,11,15,3,30C,eIF3b depletion,3
30C_treat,BioRep1,12,1,0,30C,eIF3b depletion,0
30C_treat,BioRep1,12,2,0,30C,eIF3b depletion,0
