target_id	length	eff_length	est_counts	tpm
YAR031W	897	711.065	8.22619	0.563798
YAR033W	705	519.121	39.75	3.73166
YAR035W	2064	1878.06	150	3.89237
YAR035C-A	81	9.09091	1	5.36076
YAR042W	3567	3381.06	1204	17.3543
YAR047C	321	143.828	0	0
YAR050W	4614	4428.06	96.6011	1.06317
YAR053W	297	122.896	2	0.793096
YAR060C	336	157.397	1.5	0.46444
YAR061W	1006	820.065	2	0.118854
YAR064W	300	125.513	0.5	0.19414
YAR066W	612	426.211	1.33333	0.152457
YAR068W	486	300.79	0	0
YAR069C	294	120.429	0	0
YAR070C	300	125.513	0	0
YAR071W	1404	1218.06	29.625	1.18528
YAR073W	1212	1026.06	0	0
YAR075W	474	288.967	0	0
YBL113C	2379	2193.06	117.676	2.615
YBL113W-A	483	297.82	0	0
YBL112C	318	141.245	0.524545	0.180986
YBL111C	2004	1818.06	23.5187	0.63043
YBL109W	336	157.397	0	0
YBL108C-A	129	17.8948	0	0
YBL108W	306	130.684	0	0
YBL107W-A	105	11.0987	1.0967	4.8156
YBL107C	591	405.253	60	7.21536
YBL106C	3033	2847.06	769	13.1632
YBL105C	3456	3270.06	472	7.03427
YBL104C	3117	2931.06	145	2.41088
YBL103C	1461	1275.06	224	8.56149
YBL102W	648	462.168	312	32.8994
YBL101C	3354	3168.06	1749	26.9048
YBL100W-C	120	15.4622	0	0
YBL100W-A	1317	1131.06	0	0
YBL100W-B	5313	5127.06	797.39	7.57941
YBL100C	315	138.523	0	0
YBL099W	1638	1452.06	4549	152.673
YBL098W	1383	1197.06	274	11.1549
YBL097W	2265	2079.06	92	2.15652
YBL096C	309	133.336	7	2.55849
YBL095W	813	627.065	104	8.08266
YBL094C	333	154.655	6	1.8907
YBL093C	663	477.121	940	96.0136
YBL092W	393	210.426	10757	2491.29
YBL091C-A	528	342.475	77	10.9571
YBL091C	1266	1080.06	2024	91.326
YBL090W	534	348.475	139	19.4391
YBL089W	1380	1194.06	127	5.18334
YBL088C	8364	8178.06	370	2.20488
YBL087C	414	230.673	1454	307.186
YBL086C	1401	1215.06	450	18.0487
YBL085W	2943	2757.06	1628	28.7767
YBL084C	2277	2091.06	344	8.01723
YBL083C	426	242.151	20.249	4.07523
YBL082C	1377	1191.06	76.751	3.14038
YBL081W	1107	921.065	180	9.52392
YBL080C	1626	1440.06	169	5.71924
YBL079W	4509	4323.06	811	9.14245
YBL078C	354	173.845	387	108.488
YBL077W	432	247.979	0	0
YBL076C	3219	3033.06	3410	54.7906
YBL075C	1950	1764.06	7404	204.543
YBL074C	1068	882.065	91	5.02776
YBL073W	312	135.911	0	0
YBL072C	603	417.253	4929.41	575.743
YBL071C-B	99	10.6808	0	0
YBL071W-A	249	84.7121	47	27.0387
YBL071C	309	133.336	0	0
YBL070C	321	143.828	0	0
YBL069W	1290	1104.06	56.9024	2.51171
YBL068W-A	237	75.7166	22.0976	14.2229
YBL068W	981	795.065	251	15.3853
YBL067C	2244	2058.06	240	5.68311
YBL066C	3447	3261.06	422	6.30647
YBL065W	345	165.4	0	0
YBL064C	786	600.065	2864	232.599
YBL063W	3336	3150.06	215	3.32623
YBL062W	381	198.923	1	0.24499
YBL061C	2091	1905.06	257	6.57441
YBL060W	2064	1878.06	105	2.72466
YBL059C-A	330	151.908	66	21.1737
YBL059W	582	396.293	13	1.59867
YBL058W	1272	1086.06	1142	51.2441
YBL057C	627	441.168	253	27.9479
YBL056W	1407	1221.06	973	38.8336
YBL055C	1257	1071.06	134	6.09709
YBL054W	1578	1392.06	41	1.43535
YBL053W	375	193.262	0	0
YBL052C	2496	2310.06	156	3.29105
YBL051C	2007	1821.06	2060	55.1284
YBL050W	879	693.065	282	19.8294
YBL049W	417	233.532	62	12.9383
YBL048W	312	135.911	3	1.07572
YBL047C	4146	3960.06	4485	55.1942
YBL046W	1326	1140.06	198	8.46387
YBL045C	1374	1188.06	3137	128.679
YBL044W	369	187.668	0	0
YBL043W	774	588.065	15	1.24308
YBL042C	1920	1734.06	61	1.71434
YBL041W	726	540.121	1514	136.606
YBL040C	660	474.121	1097	112.759
YBL039W-B	180	40.52	28	33.6761
YBL039C	1740	1554.06	611	19.1604
YBL039C-A	84	10.058	0	0
YBL038W	699	513.121	211	20.0399
YBL037W	3078	2892.06	184	3.10058
YBL036C	774	588.065	348	28.8395
YBL035C	2118	1932.06	201	5.07
YBL034C	4542	4356.06	438	4.9002
YBL033C	1038	852.065	737	42.153
YBL032W	1146	960.065	374	18.9847
YBL031W	1017	831.065	100	5.86406
YBL030C	957	771.065	3148	198.965
YBL029C-A	285	112.988	2125	916.556
YBL029W	1131	945.065	52	2.68148
YBL028C	321	143.828	55	18.636
YBL027W	570	384.293	1681.13	213.192
YBL026W	288	115.469	155	65.4184
YBL025W	438	253.727	31	5.95428
YBL024W	2055	1869.06	372	9.69956
YBL023C	2607	2421.06	321	6.46148
YBL022C	3402	3216.06	1816	27.5185
YBL021C	435	250.879	50	9.71269
YBL020W	1725	1539.06	209	6.61794
YBL019W	1563	1377.06	124	4.38835
YBL018C	402	219.124	16	3.55848
YBL017C	4740	4554.06	1645	17.6036
YBL016W	1062	876.065	75	4.17214
YBL015W	1581	1395.06	2265	79.1238
YBL014C	2685	2499.06	147	2.86664
YBL013W	1206	1020.06	76	3.63094
YBL012C	402	219.124	1	0.222405
YBL011W	2280	2094.06	783	18.2224
YBL010C	843	657.065	77	5.71105
YBL009W	2031	1845.06	167	4.41101
YBL008W-A	240	77.9998	0	0
YBL008W	2523	2337.06	147	3.06535
YBL007C	3735	3549.06	3487	47.8819
YBL006C	543	357.405	75	10.2267
YBL006W-A	150	26.0729	0	0
YBL005W	2931	2745.06	163	2.8938
YBL005W-A	1323	1137.06	3530.46	151.314
YBL005W-B	5268	5082.06	19950	191.309
YBL004W	7482	7296.06	1118	7.4677
YBL003C	399	216.19	990.805	223.351
YBL002W	396	213.298	2613	597.017
YBL001C	315	138.523	458	161.131
YBR001C	2343	2157.06	694	15.6794
YBR002C	861	675.065	292	21.08
YBR003W	1422	1236.06	745	29.373
YBR004C	1302	1116.06	204	8.90788
YBR005W	642	456.168	322	34.4005
YBR006W	1494	1308.06	439	16.3557
YBR007C	2211	2025.06	894	21.5145
YBR008C	1647	1461.06	45	1.50099
YBR009C	312	135.911	4289.22	1538
YBR010W	411	227.719	2333.41	499.373
YBR011C	864	678.065	25629	1842.02
YBR012C	420	236.391	8	1.64928
YBR012W-A	1323	1137.06	0	0
YBR012W-B	5271	5085.06	380.323	3.64493
YBR013C	390	207.553	51	11.975
YBR014C	612	426.211	411	46.9949
YBR015C	1794	1608.06	930	28.1847
YBR016W	387	204.698	1672	398.066
YBR017C	2757	2571.06	1257	23.8263
YBR018C	1101	915.065	110	5.85834
YBR019C	2100	1914.06	23	0.585605
YBR020W	1587	1401.06	0	0
YBR021W	1902	1716.06	105	2.98187
YBR022W	534	348.475	204	28.5293
YBR023C	3498	3312.06	531	7.81321
YBR024W	906	720.065	148	10.0167
YBR025C	1185	999.065	15111	737.111
YBR026C	1143	957.065	1203	61.2573
YBR027C	333	154.655	2	0.630233
YBR028C	1578	1392.06	120	4.20103
YBR029C	1374	1188.06	382	15.6696
YBR030W	1659	1473.06	49	1.62109
YBR031W	1089	903.065	2716.04	146.572
YBR032W	303	128.122	1	0.380373
YBR033W	2760	2574.06	73	1.38209
YBR034C	1047	861.065	98	5.54656
YBR035C	687	501.121	1523	148.112
YBR036C	1233	1047.06	1909	88.8517
YBR037C	888	702.065	72	4.99791
YBR038W	2892	2706.06	664	11.9581
YBR039W	936	750.065	2906	188.812
YBR040W	897	711.065	5	0.342684
YBR041W	2010	1824.06	751	20.0647
YBR042C	1194	1008.06	212	10.249
YBR043C	2070	1884.06	88	2.27625
YBR044C	1719	1533.06	183	5.81734
YBR045C	1920	1734.06	152	4.27181
YBR046C	1005	819.065	516	30.7019
YBR047W	528	342.475	20	2.84599
YBR048W	471	286.024	3074.28	523.811
YBR049C	2433	2247.06	1946	42.2047
YBR050C	1017	831.065	24	1.40738
YBR051W	351	170.987	3	0.855052
YBR052C	633	447.168	1806	196.825
YBR053C	1077	891.065	1410	77.1158
YBR054W	1035	849.065	8674	497.866
YBR055C	2700	2514.06	246	4.76861
YBR056W	1506	1320.06	2194	80.9981
YBR056W-A	201	52.1023	1503	1405.84
YBR056C-B	159	30.2236	0	0
YBR057C	1101	915.065	95	5.05947
YBR058C	2346	2160.06	1071	24.1633
YBR058C-A	243	80.2303	403	244.794
YBR059C	3327	3141.06	1437	22.2953
YBR060C	1863	1677.06	870	25.2815
YBR061C	933	747.065	59	3.84882
YBR062C	543	357.405	142	19.3625
YBR063C	1215	1029.06	180	8.52439
YBR064W	429	245.053	0	0
YBR065C	1095	909.065	230	12.3301
YBR066C	663	477.121	4095	418.272
YBR067C	633	447.168	9311	1014.75
YBR068C	1830	1644.06	3300	97.8202
YBR069C	1860	1674.06	262	7.62716
YBR070C	714	528.121	58	5.35215
YBR071W	636	450.168	629	68.0941
YBR072W	645	459.168	93890	9965.08
YBR072C-A	162	31.6025	0	0
YBR073W	2877	2691.06	181	3.27784
YBR074W	2931	2745.06	1047	18.5878
YBR076W	1065	879.065	52	2.88281
YBR076C-A	267	98.5345	53	26.2133
YBR077C	489	303.79	201	32.2445
YBR078W	1290	1104.06	8617	380.36
YBR079C	2895	2709.06	3191	57.4038
YBR080C	2277	2091.06	1735	40.4358
YBR081C	3999	3813.06	487	6.22427
YBR082C	447	262.598	12686	2354.33
YBR083W	1461	1275.06	141	5.38915
YBR084W	2928	2742.06	706	12.5476
YBR084C-A	570	384.293	6606.87	837.85
YBR085W	924	738.065	57	3.76369
YBR085C-A	258	91.5277	9912	5277.67
YBR086C	2841	2655.06	1683	30.8918
YBR087W	1065	879.065	194	10.7551
YBR088C	777	591.065	284	23.4162
YBR089W	600	414.253	0	0
YBR089C-A	300	125.513	987.292	383.346
YBR090C	369	187.668	106.708	27.7102
YBR091C	330	151.908	28	8.98277
YBR092C	1404	1218.06	867.62	34.7131
YBR093C	1404	1218.06	203.38	8.13712
YBR094W	2262	2076.06	230	5.39909
YBR095C	1293	1107.06	336	14.7911
YBR096W	693	507.121	806	77.4563
YBR097W	4365	4179.06	209	2.43725
YBR098W	2076	1890.06	127	3.27462
YBR099C	384	201.842	33	7.96775
YBR101C	873	687.065	31468	2232.06
YBR102C	2262	2076.06	291	6.83102
YBR103W	1608	1422.06	105	3.59835
YBR103C-A	144	23.6056	0	0
YBR104W	990	804.065	23	1.39402
YBR105C	1089	903.065	615	33.1887
YBR106W	567	381.332	691	88.3098
YBR107C	738	552.121	29	2.55975
YBR108W	2844	2658.06	808	14.8142
YBR109C	444	259.598	1421	266.763
YBR109W-A	225	67.3642	2	1.44689
YBR110W	1350	1164.06	337	14.1087
YBR111C	696	510.121	1981	189.254
YBR111W-A	291	117.965	58	23.9611
YBR112C	2901	2715.06	3962	71.1161
YBR113W	483	297.82	0	0
YBR114W	2373	2187.06	748	16.6676
YBR115C	4179	3993.06	1121	13.6815
YBR116C	528	342.475	49.4369	7.03486
YBR117C	2046	1860.06	960.563	25.167
YBR118W	1377	1191.06	272315	11142.2
YBR119W	897	711.065	40	2.74148
YBR120C	489	303.79	40	6.41682
YBR121C	2004	1818.06	5198	139.335
YBR121C-A	159	30.2236	0	0
YBR122C	534	348.475	237	33.1444
YBR123C	1950	1764.06	144	3.97815
YBR124W	360	179.358	0	0
YBR125C	1182	996.065	47	2.29956
YBR126C	1488	1302.06	41488	1552.83
YBR126W-A	207	55.6357	816.277	715.019
YBR126W-B	144	23.6056	373.723	771.558
YBR127C	1554	1368.06	13521	481.655
YBR128C	1035	849.065	53	3.04207
YBR129C	987	801.065	55	3.34602
YBR130C	1278	1092.06	490	21.8666
YBR131W	2115	1929.06	216	5.45683
YBR131C-A	90	10.155	0	0
YBR132C	1791	1605.06	534	16.2137
YBR133C	2484	2298.06	264	5.59855
YBR134W	402	219.124	2	0.44481
YBR135W	453	268.384	199	36.1351
YBR136W	7107	6921.06	277	1.95048
YBR137W	540	354.405	474	65.1796
YBR138C	1575	1389.06	127	4.45569
YBR139W	1527	1341.06	3654	132.786
YBR140C	9279	9093.06	1586	8.50015
YBR141C	1014	828.065	14	0.823943
YBR141W-A	96	10.5541	0	0
YBR142W	2322	2136.06	165	3.76446
YBR143C	1314	1128.06	568	24.5385
YBR144C	315	138.523	0	0
YBR145W	1056	870.065	74	4.1449
YBR146W	837	651.065	365	27.3214
YBR147W	891	705.065	62	4.28545
YBR148W	1830	1644.06	34	1.00784
YBR149W	1035	849.065	4837	277.632
YBR150C	3285	3099.06	360	5.66116
YBR151W	951	765.065	607	38.6655
YBR152W	876	690.065	46	3.24864
YBR153W	735	549.121	61	5.41371
YBR154C	648	462.168	277	29.2088
YBR155W	1158	972.065	94	4.71266
YBR156C	2097	1911.06	170	4.33518
YBR157C	768	582.065	167	13.9823
YBR158W	1650	1464.06	239	7.95557
YBR159W	1044	858.065	1331	75.5947
YBR160W	897	711.065	598	40.9851
YBR161W	1131	945.065	657	33.8795
YBR162C	1368	1182.06	1792	73.8806
YBR162W-A	198	50.4567	42	40.5662
YBR163W	1758	1572.06	155	4.80502
YBR164C	552	366.369	86	11.4397
YBR165W	834	648.065	337	25.3422
YBR166C	1359	1173.06	358	14.8729
YBR167C	423	239.175	23	4.68646
YBR168W	1242	1056.06	67	3.09185
YBR169C	2082	1896.06	35269	906.512
YBR170C	1743	1557.06	596	18.6541
YBR171W	621	435.168	499	55.8826
YBR172C	2223	2037.06	166	3.97134
YBR173C	447	262.598	1369	254.065
YBR174C	315	138.523	3	1.05544
YBR175W	948	762.065	39	2.49406
YBR176W	939	753.065	99	6.40673
YBR177C	1356	1170.06	2089	87.0086
YBR178W	375	193.262	0	0
YBR179C	2568	2382.06	319	6.52635
YBR180W	1719	1533.06	15	0.476831
YBR181C	711	525.121	1912.31	177.473
YBR182C	1359	1173.06	280	11.6324
YBR182C-A	195	48.6813	10	10.0109
YBR183W	951	765.065	1271	80.9619
YBR184W	1572	1386.06	14	0.492241
YBR185C	837	651.065	176	13.1741
YBR186W	1695	1509.06	12	0.387531
YBR187W	843	657.065	167	12.3863
YBR188C	423	239.175	121	24.6549
YBR189W	588	402.253	4579	554.759
YBR190W	312	135.911	1	0.358573
YBR191W	483	297.82	5602	916.69
YBR191W-A	75	13.1	2	7.44033
YBR192W	1134	948.065	75	3.85529
YBR193C	672	486.121	255	25.564
YBR194W	372	190.437	49	12.5394
YBR195C	1269	1083.06	76	3.41974
YBR196C	1665	1479.06	40952	1349.34
YBR196C-A	150	26.0729	1	1.86915
YBR196C-B	105	11.0987	2	8.78198
YBR197C	654	468.168	96	9.99316
YBR198C	2397	2211.06	581	12.8058
YBR199W	1395	1209.06	1557	62.7585
YBR200W	1656	1470.06	250	8.28776
YBR200W-A	165	32.8035	0	0
YBR201W	636	450.168	478	51.7472
YBR201C-A	204	53.7236	57	51.7063
YBR202W	2538	2352.06	184	3.81243
YBR203W	2775	2589.06	293	5.51516
YBR204C	1128	942.065	283	14.6399
YBR205W	1215	1029.06	347.694	16.466
YBR206W	324	146.466	111.306	37.0353
YBR207W	1398	1212.06	531	21.3502
YBR208C	5508	5322.06	453	4.14812
YBR209W	318	141.245	1	0.345034
YBR210W	429	245.053	31	6.16502
YBR211C	975	789.065	93	5.74386
YBR212W	2019	1833.06	1758	46.7385
YBR213W	825	639.065	58	4.423
YBR214W	1584	1398.06	9983	347.99
YBR215W	1878	1692.06	186	5.3571
YBR216C	2025	1839.06	518	13.7267
YBR217W	561	375.369	57	7.40031
YBR218C	3543	3357.06	987.343	14.3332
YBR219C	384	201.842	2.1864	0.527901
YBR220C	1683	1497.06	188.814	6.14648
YBR221C	1101	915.065	2757	146.831
YBR221W-A	105	11.0987	1	4.39099
YBR222C	1632	1446.06	1675	56.4496
YBR223C	1635	1449.06	160	5.38103
YBR223W-A	120	15.4622	0	0
YBR224W	516	330.475	9	1.3272
YBR225W	2703	2517.06	505	9.77756
YBR226C	411	227.719	0	0
YBR227C	1563	1377.06	234	8.28123
YBR228W	915	729.065	12	0.802137
YBR229C	2865	2679.06	861	15.6622
YBR230C	405	221.923	1146	251.661
YBR230W-A	201	52.1023	250	233.839
YBR231C	912	726.065	61	4.09438
YBR232C	360	179.358	0	0
YBR233W	1242	1056.06	263	12.1366
YBR233W-A	285	112.988	10	4.3132
YBR234C	1155	969.065	2032	102.189
YBR235W	3363	3177.06	200	3.06787
YBR236C	1311	1125.06	284	12.302
YBR237W	2550	2364.06	270	5.56593
YBR238C	2196	2010.06	995	24.1238
YBR239C	1590	1404.06	69	2.39494
YBR240C	1353	1167.06	32	1.33625
YBR241C	1467	1281.06	333	12.668
YBR242W	717	531.121	152	13.9471
YBR243C	1347	1161.06	529	22.2041
YBR244W	489	303.79	181	29.0361
YBR245C	3390	3204.06	862	13.1111
YBR246W	1164	978.065	359	17.8879
YBR247C	1452	1266.06	150	5.7739
YBR248C	1659	1473.06	251	8.30396
YBR249C	1113	927.065	3837	201.704
YBR250W	1572	1386.06	82	2.88313
YBR251W	924	738.065	182	12.0174
YBR252W	444	259.598	289	54.2538
YBR253W	366	184.857	104	27.4176
YBR254C	528	342.475	60	8.53798
YBR255W	2085	1899.06	225	5.77399
YBR255C-A	363	182.1	20	5.35247
YBR256C	717	531.121	448	41.1072
YBR257W	840	654.065	38	2.83137
YBR258C	429	245.053	10	1.98872
YBR259W	2067	1881.06	127	3.29029
YBR260C	2001	1815.06	677	18.1773
YBR261C	699	513.121	127	12.0619
YBR262C	321	143.828	25	8.47093
YBR263W	1473	1287.06	536	20.2954
YBR264C	600	414.253	46	5.4116
YBR265W	963	777.065	158	9.90908
YBR267W	1182	996.065	31	1.51673
YBR266C	453	268.384	0	0
YBR268W	318	141.245	32	11.0411
YBR269C	417	233.532	469	97.8723
YBR270C	1638	1452.06	56	1.87947
YBR271W	1260	1074.06	19	0.862098
YBR272C	1443	1257.06	232	8.99423
YBR273C	1311	1125.06	664	28.7623
YBR274W	1584	1398.06	149	5.19389
YBR275C	5751	5565.06	306	2.67969
YBR276C	2424	2238.06	310	6.75029
YBR277C	402	219.124	1	0.222405
YBR278W	606	420.253	82	9.50903
YBR279W	1338	1152.06	1092	46.1933
YBR280C	1914	1728.06	563	15.8775
YBR281C	2637	2451.06	306	6.08415
YBR282W	441	256.676	194	36.8342
YBR283C	1473	1287.06	1279	48.4288
YBR284W	2394	2208.06	104	2.29538
YBR285W	435	250.879	73	14.1805
YBR286W	1614	1428.06	12589	429.612
YBR287W	1284	1098.06	2395	106.295
YBR288C	1452	1266.06	251	9.66165
YBR289W	2718	2532.06	549	10.5665
YBR290W	966	780.065	895	55.9147
YBR291C	900	714.065	53	3.61719
YBR292C	372	190.437	2	0.511813
YBR293W	1425	1239.06	42	1.65192
YBR294W	2580	2394.06	5	0.101781
YBR295W	3651	3465.06	80	1.12515
YBR296C	1725	1539.06	9	0.284983
YBR296C-A	120	15.4622	0	0
YBR297W	1407	1221.06	21.413	0.854618
YBR298C	1845	1659.06	29	0.85186
YBR298C-A	222	65.3659	0	0
YBR299W	1755	1569.06	11.6364	0.361418
YBR300C	498	312.637	0	0
YBR301W	363	182.1	28.8461	7.71988
YBR302C	1140	954.065	963.619	49.2222
YCL076W	744	558.121	1	0.0873183
YCL075W	441	256.676	1	0.189867
YCL074W	927	741.065	0	0
YCL073C	1848	1662.06	1	0.0293215
YCL069W	1377	1191.06	0	0
YCL068C	783	597.065	9.61845	0.785086
YCL067C	633	447.168	212.964	23.2096
YCL066W	528	342.475	11	1.5653
YCL065W	369	187.668	0	0
YCL064C	1083	897.065	432	23.4689
YCL063W	1272	1086.06	89	3.99363
YCL061C	3291	3105.06	165	2.58968
YCL059C	951	765.065	452	28.7921
YCL058C	459	274.276	28	4.97513
YCL058W-A	342	162.754	6	1.79661
YCL057C-A	294	120.429	207	83.767
YCL057W	2139	1953.06	1164	29.0449
YCL056C	435	250.879	26	5.0506
YCL055W	1008	822.065	184	10.908
YCL054W-A	87	9.90625	2	9.83908
YCL054W	2526	2340.06	49	1.02047
YCL052C	1251	1065.06	657	30.0623
YCL051W	1752	1566.06	310	9.64685
YCL050C	966	780.065	12109	756.504
YCL049C	939	753.065	110	7.11859
YCL048W-A	240	77.9998	49	30.6152
YCL048W	1392	1206.06	19	0.767744
YCL047C	777	591.065	295	24.3232
YCL045C	2283	2097.06	1324	30.7687
YCL046W	324	146.466	0	0
YCL044C	1254	1068.06	1875	85.5534
YCL043C	1569	1383.06	47335	1667.91
YCL041C	495	309.668	130.024	20.4626
YCL042W	360	179.358	1005.96	273.333
YCL040W	1503	1317.06	39295	1454
YCL039W	2238	2052.06	268	6.36469
YCL038C	1587	1401.06	128	4.45231
YCL037C	1305	1119.06	1438	62.6235
YCL036W	1701	1515.06	38	1.22232
YCL035C	333	154.655	1166	367.426
YCL034W	1065	879.065	289	16.0218
YCL033C	507	321.573	202	30.613
YCL032W	1041	855.065	117	6.66838
YCL031C	894	708.065	546	37.5797
YCL030C	2400	2214.06	1051	23.1337
YCL029C	1323	1137.06	150	6.42894
YCL028W	1218	1032.06	1997	94.2985
YCL027W	1539	1353.06	48	1.72885
YCL026C-B	582	396.293	1554	191.103
YCL026C-A	582	396.293	15	1.84462
YCL025C	1902	1716.06	1141	32.403
YCL023C	348	168.178	1	0.289777
YCL024W	3114	2928.06	37	0.615821
YCL022C	516	330.475	0	0
YCL021W-A	378	196.163	123	30.5577
YCL020W	1317	1131.06	0.00448558	0.00019327
YCL019W	5313	5127.06	1578.55	15.0045
YCL018W	1095	909.065	0	0
YCL017C	1494	1308.06	1242	46.2728
YCL016C	1143	957.065	45	2.29142
YCL014W	4911	4725.06	393	4.05339
YCL012C	405	221.923	84	18.4463
YCL011C	1284	1098.06	429	19.0398
YCL010C	780	594.065	171	14.028
YCL009C	930	744.065	4173	273.32
YCL008C	1158	972.065	471	23.6134
YCL007C	393	210.426	0	0
YCL005W-A	222	65.3659	35	26.0946
YCL005W	771	585.065	81	6.74706
YCL004W	1566	1380.06	81	2.86035
YCL002C	792	606.065	42	3.37725
YCL001W	567	381.332	787	100.579
YCL001W-A	462	277.165	4	0.703324
YCL001W-B	255	89.2147	3	1.63877
YCR001W	315	138.523	1	0.351814
YCR002C	969	783.065	866	53.8957
YCR003W	552	366.369	195	25.9388
YCR004C	744	558.121	1126	98.3204
YCR005C	1383	1197.06	5305	215.974
YCR006C	474	288.967	18	3.0357
YCR007C	720	534.121	24	2.1898
YCR008W	1812	1626.06	1715	51.3996
YCR009C	798	612.065	2676	213.07
YCR010C	852	666.065	9	0.658506
YCR011C	3150	2964.06	2090	34.3631
YCR012W	1251	1065.06	151054	6911.78
YCR013C	648	462.168	3	0.31634
YCR014C	1749	1563.06	30	0.935358
YCR015C	954	768.065	18	1.14211
YCR016W	873	687.065	33	2.34072
YCR017C	2862	2676.06	633	11.5276
YCR018C	666	480.121	124	12.5865
YCR018C-A	255	89.2147	49.5811	27.084
YCR019W	1092	906.065	53	2.85069
YCR020C	648	462.168	47	4.956
YCR020C-A	267	98.5345	27	13.3539
YCR020W-B	237	75.7166	26	16.7346
YCR021C	999	813.065	49565	2970.87
YCR022C	345	165.4	7	2.06251
YCR023C	1836	1650.06	78	2.30371
YCR024C	1479	1293.06	110	4.14578
YCR024C-B	267	98.5345	1756	868.5
YCR024C-A	123	16.2475	531	1592.73
YCR025C	411	227.719	15	3.21015
YCR026C	2229	2043.06	156	3.72114
YCR027C	630	444.168	58	6.36376
YCR028C	1539	1353.06	166	5.97892
YCR028C-A	408	224.901	916	198.49
