target_id	length	eff_length	est_counts	tpm
YAR035W	2064	1844.46	146	2.38076
YAR035C-A	81	16.9474	0	0
YAR042W	3567	3347.46	18614	167.246
YAR047C	321	117.345	61	15.6349
YAR050W	4614	4394.46	5773.22	39.5134
YAR053W	297	98.0423	22	6.74902
YAR060C	336	129.764	122	28.2773
YAR061W	1006	786.456	154.7	5.91628
YAR064W	300	100.443	4.8	1.43733
YAR066W	612	392.646	5.11111	0.391513
YAR068W	486	267.948	3.36364	0.377564
YAR069C	294	95.8202	0.5	0.156944
YAR070C	300	100.443	0	0
YAR071W	1404	1184.46	267.35	6.78881
YAR073W	1212	992.456	24.1556	0.732046
YAR075W	474	256.444	0	0
YBL113C	2379	2159.46	3872.09	53.9303
YBL113W-A	483	265.001	8.72293	0.990026
YBL112C	318	115.071	14.1592	3.70087
YBL111C	2004	1784.46	64.3502	1.08462
YBL109W	336	129.764	53.4435	12.3872
YBL108C-A	129	16.5609	0	0
YBL108W	306	105.267	1	0.28572
YBL107W-A	105	16.8023	1.03919	1.86019
YBL107C	591	371.646	241	19.5038
YBL106C	3033	2813.46	3823	40.8692
YBL105C	3456	3236.46	13571	126.117
YBL104C	3117	2897.46	1969	20.439
YBL103C	1461	1241.46	1721	41.6948
YBL102W	648	428.646	368	25.8215
YBL101C	3354	3134.46	7379	70.8055
YBL100W-C	120	16.0289	0	0
YBL100W-A	1317	1097.46	0	0
YBL100W-B	5313	5093.46	7611.77	44.9474
YBL100C	315	112.461	0	0
YBL099W	1638	1418.46	6794	144.059
YBL098W	1383	1163.46	329	8.50507
YBL097W	2265	2045.46	1087	15.9835
YBL096C	309	107.813	2	0.557942
YBL095W	813	593.456	275	13.9372
YBL094C	333	127.248	4	0.945458
YBL093C	663	443.602	1249	84.6838
YBL092W	393	179.948	16917	2827.54
YBL091C-A	528	308.976	59	5.74326
YBL091C	1266	1046.46	3466	99.6184
YBL090W	534	314.945	176	16.8077
YBL089W	1380	1160.46	868	22.4969
YBL088C	8364	8144.46	14323	52.8937
YBL087C	414	199.245	1959	295.719
YBL086C	1401	1181.46	1377	35.0549
YBL085W	2943	2723.46	22395	247.322
YBL084C	2277	2057.46	3007	43.9577
YBL083C	426	210.602	71.8266	10.2578
YBL082C	1377	1157.46	760.173	19.7533
YBL081W	1107	887.456	2426	82.2197
YBL080C	1626	1406.46	688	14.7128
YBL079W	4509	4289.46	30718	215.389
YBL078C	354	145.199	237	49.0928
YBL077W	432	216.107	1	0.139176
YBL076C	3219	2999.46	46009	461.352
YBL075C	1950	1730.46	1413	24.5592
YBL074C	1068	848.456	522	18.5043
YBL073W	312	109.929	0	0
YBL072C	603	383.646	7644.1	599.277
YBL071C-B	99	17.2241	11	19.2082
YBL071W-A	249	63.7528	71	33.4958
YBL071C	309	107.813	5	1.39486
YBL070C	321	117.345	0	0
YBL069W	1290	1070.46	521.361	14.6488
YBL068W-A	237	56.1772	265.639	142.221
YBL068W	981	761.456	541	21.369
YBL067C	2244	2024.46	4997	74.2391
YBL066C	3447	3227.46	7485	69.7531
YBL065W	345	137.42	1	0.218868
YBL064C	786	566.456	491	26.0704
YBL063W	3336	3116.46	3076	29.6864
YBL062W	381	168.702	3	0.534852
YBL061C	2091	1871.46	3047	48.9694
YBL060W	2064	1844.46	846	13.7954
YBL059C-A	330	124.71	193	46.5466
YBL059W	582	362.646	71	5.88854
YBL058W	1272	1052.46	2995	85.5903
YBL057C	627	407.646	238	17.5601
YBL056W	1407	1187.46	2826	71.5791
YBL055C	1257	1037.46	606	17.5685
YBL054W	1578	1358.46	3720	82.3624
YBL053W	375	163.491	21	3.8633
YBL052C	2496	2276.46	2978	39.3457
YBL051C	2007	1787.46	8234	138.55
YBL050W	879	659.456	399	18.1978
YBL049W	417	202.082	18	2.67903
YBL048W	312	109.929	0	0
YBL047C	4146	3926.46	27133	207.84
YBL046W	1326	1106.46	411	11.1722
YBL045C	1374	1154.46	3628	94.5196
YBL044W	369	158.057	0	0
YBL043W	774	554.456	66	3.58021
YBL042C	1920	1700.46	3286	58.1211
YBL041W	726	506.511	1236	73.3941
YBL040C	660	440.602	749	51.129
YBL039W-B	180	27.2277	59	65.1737
YBL039C	1740	1520.46	4237	83.814
YBL039C-A	84	16.7391	0	0
YBL038W	699	479.511	360	22.5806
YBL037W	3078	2858.46	2014	21.1914
YBL036C	774	554.456	614	33.3068
YBL035C	2118	1898.46	1413	22.3858
YBL034C	4542	4322.46	5876	40.8868
YBL033C	1038	818.456	646	23.7394
YBL032W	1146	926.456	2915	94.6337
YBL031W	1017	797.456	560	21.1209
YBL030C	957	737.456	1934	78.8773
YBL029C-A	285	88.9587	587	198.464
YBL029W	1131	911.456	576	19.0072
YBL028C	321	117.345	700	179.417
YBL027W	570	350.681	7253.59	622.118
YBL026W	288	91.2383	412	135.816
YBL025W	438	221.622	68	9.22842
YBL024W	2055	1835.46	3402	55.7471
YBL023C	2607	2387.46	1492	18.796
YBL022C	3402	3182.46	14958	141.365
YBL021C	435	218.733	86	11.8254
YBL020W	1725	1505.46	1729	34.5429
YBL019W	1563	1343.46	426	9.53714
YBL018C	402	188.232	141	22.5299
YBL017C	4740	4520.46	26341	175.26
YBL016W	1062	842.456	453	16.1727
YBL015W	1581	1361.46	952	21.0313
YBL014C	2685	2465.46	3152	38.4522
YBL013W	1206	986.456	651	19.8488
YBL012C	402	188.232	1	0.159786
YBL011W	2280	2060.46	11245	164.145
YBL010C	843	623.456	244	11.7711
YBL009W	2031	1811.46	1148	19.061
YBL008W-A	240	57.7621	3	1.56211
YBL008W	2523	2303.46	2493	32.5517
YBL007C	3735	3515.46	20719	177.263
YBL006C	543	323.881	372	34.5453
YBL006W-A	150	20.0299	0	0
YBL005W	2931	2711.46	2073	22.9947
YBL005W-A	1323	1103.46	29734.9	810.482
YBL005W-B	5268	5048.46	188499	1123
YBL004W	7482	7262.46	41561	172.121
YBL003C	399	185.46	1623.3	263.257
YBL002W	396	182.724	2945	484.753
YBL001C	315	112.461	236	63.1165
YBR001C	2343	2123.46	2465	34.9145
YBR002C	861	641.456	719	33.7127
YBR003W	1422	1202.46	1947	48.7
YBR004C	1302	1082.46	1240	34.4543
YBR005W	642	422.646	364	25.9034
YBR006W	1494	1274.46	434	10.2423
YBR007C	2211	1991.46	2321	35.0539
YBR008C	1647	1427.46	859	18.0993
YBR009C	312	109.929	2787.3	762.613
YBR010W	411	196.466	889	136.096
YBR011C	864	644.456	17611	821.907
YBR012C	420	204.834	15	2.20253
YBR012W-A	1323	1103.46	501.461	13.6683
YBR012W-B	5271	5051.46	4122.02	24.5429
YBR013C	390	177.131	133	22.5834
YBR014C	612	392.646	283	21.6779
YBR015C	1794	1574.46	6537	124.876
YBR016W	387	174.384	1083	186.79
YBR017C	2757	2537.46	5874	69.6253
YBR018C	1101	881.456	66	2.25204
YBR019C	2100	1880.46	26	0.415855
YBR020W	1587	1367.46	0	0
YBR021W	1902	1682.46	682	12.1919
YBR022W	534	314.945	162	15.4708
YBR023C	3498	3278.46	6819	62.558
YBR024W	906	686.456	252	11.0413
YBR025C	1185	965.456	14398	448.54
YBR026C	1143	923.456	873	28.4335
YBR027C	333	127.248	1	0.236365
YBR028C	1578	1358.46	1197	26.5021
YBR029C	1374	1154.46	2374	61.8494
YBR030W	1659	1439.46	733	15.3157
YBR031W	1089	869.456	20852.3	721.336
YBR032W	303	103.015	0	0
YBR033W	2760	2540.46	154	1.82323
YBR034C	1047	827.456	1317	47.871
YBR035C	687	467.511	1052	67.6793
YBR036C	1233	1013.46	3226	95.7395
YBR037C	888	668.456	317	14.2632
YBR038W	2892	2672.46	5586	62.8669
YBR039W	936	716.456	2651	111.289
YBR040W	897	677.456	13	0.577157
YBR041W	2010	1790.46	3669	61.6334
YBR042C	1194	974.456	734	22.6551
YBR043C	2070	1850.46	1325	21.5362
YBR044C	1719	1499.46	1982	39.7559
YBR045C	1920	1700.46	235	4.15656
YBR046C	1005	785.456	225	8.61574
YBR047W	528	308.976	39	3.7964
YBR048W	471	253.47	4165.41	494.269
YBR049C	2433	2213.46	6809	92.5218
YBR050C	1017	797.456	60	2.26296
YBR051W	351	142.563	51	10.7596
YBR052C	633	413.646	286	20.7955
YBR053C	1077	857.456	492	17.2578
YBR054W	1035	815.456	10666	393.399
YBR055C	2700	2480.46	2332	28.2767
YBR056W	1506	1286.46	1959	45.8006
YBR056W-A	201	36.1107	1096	912.864
YBR056C-B	159	21.8108	1	1.37899
YBR057C	1101	881.456	910	31.0508
YBR058C	2346	2126.46	2915	41.2301
YBR058C-A	243	59.7567	687	345.782
YBR059C	3327	3107.46	15962	154.495
YBR060C	1863	1643.46	2403	43.9772
YBR061C	933	713.456	526	22.1743
YBR062C	543	323.881	157	14.5796
YBR063C	1215	995.456	1188	35.8944
YBR064W	429	213.302	3	0.423017
YBR065C	1095	875.456	1117	38.3752
YBR066C	663	443.602	2668	180.894
YBR067C	633	413.646	9864	717.227
YBR068C	1830	1610.46	15747	294.09
YBR069C	1860	1640.46	5554	101.829
YBR070C	714	494.511	100	6.08213
YBR071W	636	416.646	660	47.6441
YBR072W	645	425.646	4607	325.538
YBR072C-A	162	22.3781	4	5.37611
YBR073W	2877	2657.46	1942	21.9794
YBR074W	2931	2711.46	6370	70.6592
YBR076W	1065	845.456	40	1.42299
YBR076C-A	267	75.7694	118	46.8403
YBR077C	489	270.948	159	17.6499
YBR078W	1290	1070.46	18856	529.801
YBR079C	2895	2675.46	24621	276.783
YBR080C	2277	2057.46	3275	47.8754
YBR081C	3999	3779.46	5844	46.5064
YBR082C	447	230.371	8535	1114.31
YBR083W	1461	1241.46	1933	46.8309
YBR084W	2928	2708.46	17913	198.92
YBR084C-A	570	350.681	8160.41	699.893
YBR085W	924	704.456	59	2.51901
YBR085C-A	258	69.9809	2028	871.605
YBR086C	2841	2621.46	18432	211.476
YBR087W	1065	845.456	464	16.5066
YBR088C	777	557.456	549	29.6206
YBR089W	600	380.646	1	0.0790153
YBR089C-A	300	100.443	818.927	245.222
YBR090C	369	158.057	101.073	19.2332
YBR091C	330	124.71	63	15.194
YBR092C	1404	1184.46	4548.7	115.505
YBR093C	1404	1184.46	789.296	20.0425
YBR094W	2262	2042.46	2528	37.2268
YBR095C	1293	1073.46	552	15.4663
YBR096W	693	473.511	513	32.5851
YBR097W	4365	4145.46	3684	26.7288
YBR098W	2076	1856.46	617	9.99614
YBR099C	384	171.544	46	8.06519
YBR101C	873	653.456	11875	546.574
YBR102C	2262	2042.46	1993	29.3485
YBR103W	1608	1388.46	772	16.7231
YBR103C-A	144	18.6595	0	0
YBR104W	990	770.456	576	22.4857
YBR105C	1089	869.456	1702	58.8768
YBR106W	567	347.716	1487	128.623
YBR107C	738	518.511	289	16.7638
YBR108W	2844	2624.46	4644	53.2212
YBR109C	444	227.441	477	63.0786
YBR109W-A	225	48.6923	10	6.17691
YBR110W	1350	1130.46	1076	28.628
YBR111C	696	476.511	937	59.1423
YBR111W-A	291	93.3891	113	36.3927
YBR112C	2901	2681.46	23264.3	260.946
YBR113W	483	265.001	6	0.680981
YBR114W	2373	2153.46	3769	52.6407
YBR115C	4179	3959.46	9424	71.5866
YBR116C	528	308.976	2	0.194687
YBR117C	2046	1826.46	80	1.31738
YBR118W	1377	1157.46	141695	3681.98
YBR119W	897	677.456	390	17.3147
YBR120C	489	270.948	156	17.3169
YBR121C	2004	1784.46	11332	191
YBR121C-A	159	21.8108	0	0
YBR122C	534	314.945	505	48.2268
YBR123C	1950	1730.46	1071	18.6149
YBR124W	360	150.376	0	0
YBR125C	1182	962.456	911	28.4688
YBR126C	1488	1268.46	17109	405.678
YBR126W-A	207	39.142	302.775	232.653
YBR126W-B	144	18.6595	136.225	219.578
YBR127C	1554	1334.46	13636	307.337
YBR128C	1035	815.456	118	4.35225
YBR129C	987	767.456	277	10.8557
YBR130C	1278	1058.46	1889	53.6773
YBR131W	2115	1895.46	522	8.28302
YBR131C-A	90	15.3784	0	0
YBR132C	1791	1571.46	1402	26.8335
YBR133C	2484	2264.46	5864	77.8864
YBR134W	402	188.232	0	0
YBR135W	453	236.135	473	60.2465
YBR136W	7107	6887.46	9855	43.0358
YBR137W	540	320.913	170	15.9328
YBR138C	1575	1355.46	300	6.65683
YBR139W	1527	1307.46	2920	67.1719
YBR140C	9279	9059.46	47908	159.051
YBR141C	1014	794.456	327	12.3797
YBR141W-A	96	16.3529	0	0
YBR142W	2322	2102.46	4366	62.4581
YBR143C	1314	1094.46	3848	105.747
YBR144C	315	112.461	5	1.33721
YBR145W	1056	836.456	195	7.0117
YBR146W	837	617.456	1793	87.3386
YBR147W	891	671.456	174	7.79406
YBR148W	1830	1610.46	125	2.3345
YBR149W	1035	815.456	2779	102.499
YBR150C	3285	3065.46	2990	29.3365
YBR151W	951	731.456	2226	91.5311
YBR152W	876	656.456	611	27.9942
YBR153W	735	515.511	624	36.4065
YBR154C	648	428.646	886	62.168
YBR155W	1158	938.456	548	17.563
YBR156C	2097	1877.46	1380	22.1076
YBR157C	768	548.511	334	18.3144
YBR158W	1650	1430.46	8961	188.414
YBR159W	1044	824.456	1778	64.8629
YBR160W	897	677.456	811	36.0057
YBR161W	1131	911.456	609	20.0962
YBR162C	1368	1148.46	27340	716.005
YBR162W-A	198	34.4443	39	34.0548
YBR163W	1758	1538.46	2796	54.6618
YBR164C	552	332.75	142	12.8352
YBR165W	834	614.456	467	22.859
YBR166C	1359	1139.46	776	20.4831
YBR167C	423	207.708	46	6.66095
YBR168W	1242	1022.46	426	12.5313
YBR169C	2082	1862.46	19939	321.995
YBR170C	1743	1523.46	744	14.6884
YBR171W	621	401.646	970	72.6374
YBR172C	2223	2003.46	7396	111.032
YBR173C	447	230.371	806	105.23
YBR174C	315	112.461	6	1.60466
YBR175W	948	728.456	168	6.93646
YBR176W	939	719.456	199	8.31919
YBR177C	1356	1136.46	2740	72.5153
YBR178W	375	163.491	0	0
YBR179C	2568	2348.46	2329	29.8276
YBR180W	1719	1499.46	24	0.481404
YBR181C	711	491.511	6221.83	380.73
YBR182C	1359	1139.46	1418	37.4292
YBR182C-A	195	32.9317	63	57.5384
YBR183W	951	731.456	650	26.7274
YBR184W	1572	1352.46	93	2.0682
YBR185C	837	617.456	390	18.9972
YBR186W	1695	1475.46	27	0.550389
YBR187W	843	623.456	596	28.7523
YBR188C	423	207.708	160	23.1685
YBR189W	588	368.646	11557.9	942.982
YBR190W	312	109.929	3	0.820807
YBR191W	483	265.001	6240	708.221
YBR191W-A	75	16	1	1.8798
YBR192W	1134	914.456	884	29.0751
YBR193C	672	452.557	285	18.941
YBR194W	372	160.793	88	16.4607
YBR195C	1269	1049.46	471	13.4986
YBR196C	1665	1445.46	36785	765.416
YBR196C-A	150	20.0299	62	93.0989
YBR196C-B	105	16.8023	54	96.6621
YBR197C	654	434.602	767	53.0805
YBR198C	2397	2177.46	7399	102.201
YBR199W	1395	1175.46	3323	85.0268
YBR200W	1656	1436.46	1170	24.4977
YBR200W-A	165	22.8136	0	0
YBR201W	636	416.646	324	23.3889
YBR201C-A	204	37.6977	173	138.027
YBR202W	2538	2318.46	4302	55.8089
YBR203W	2775	2555.46	1079	12.6994
YBR204C	1128	908.456	392	12.9782
YBR205W	1215	995.456	1909.68	57.6992
YBR206W	324	119.84	652.322	163.717
YBR207W	1398	1178.46	1562	39.8657
YBR208C	5508	5288.46	5919	33.6629
YBR209W	318	115.071	10	2.61375
YBR210W	429	213.302	92	12.9725
YBR211C	975	755.456	446	17.7565
YBR212W	2019	1799.46	6765	113.073
YBR213W	825	605.456	312	15.499
YBR214W	1584	1364.46	6913	152.384
YBR215W	1878	1658.46	2342	42.4732
YBR216C	2025	1805.46	1224	20.3904
YBR217W	561	341.75	145	12.7612
YBR218C	3543	3323.46	23205	210.002
YBR219C	384	171.544	15.3311	2.688
YBR220C	1683	1463.46	2079.67	42.7412
YBR221C	1101	881.456	3347	114.205
YBR221W-A	105	16.8023	1	1.79004
YBR222C	1632	1412.46	3385	72.0801
YBR223C	1635	1415.46	906	19.2515
YBR223W-A	120	16.0289	0	0
YBR224W	516	297.187	47	4.75664
YBR225W	2703	2483.46	4903	59.3796
YBR226C	411	196.466	0	0
YBR227C	1563	1343.46	708	15.8505
YBR228W	915	695.456	104	4.49775
YBR229C	2865	2645.46	8073	91.7838
YBR230C	405	190.96	504	79.3814
YBR230W-A	201	36.1107	25	20.8226
YBR231C	912	692.456	121	5.25563
YBR232C	360	150.376	1	0.200011
YBR233W	1242	1022.46	368	10.8252
YBR233W-A	285	88.9587	35	11.8334
YBR234C	1155	935.456	1341	43.1159
YBR235W	3363	3143.46	3763	36.0047
YBR236C	1311	1091.46	595	16.3962
YBR237W	2550	2330.46	1298	16.752
YBR238C	2196	1976.46	5667	86.2378
YBR239C	1590	1370.46	1399	30.7033
YBR240C	1353	1133.46	194	5.14789
YBR241C	1467	1247.46	796	19.192
YBR242W	717	497.511	727	43.9505
YBR243C	1347	1127.46	903	24.0891
YBR244W	489	270.948	510	56.613
YBR245C	3390	3170.46	2970	28.1752
YBR246W	1164	944.456	1047	33.3424
YBR247C	1452	1232.46	1124	27.4301
YBR248C	1659	1439.46	816	17.05
YBR249C	1113	893.456	2383	80.22
YBR250W	1572	1352.46	128	2.84655
YBR251W	924	704.456	403	17.2061
YBR252W	444	227.441	244	32.2666
YBR253W	366	155.433	147	28.445
YBR254C	528	308.976	221	21.5129
YBR255W	2085	1865.46	2292	36.954
YBR255C-A	363	152.947	83	16.3218
YBR256C	717	497.511	488	29.5018
YBR257W	840	620.456	179	8.67709
YBR258C	429	213.302	27	3.80715
YBR259W	2067	1847.46	1084	17.6477
YBR260C	2001	1781.46	2618	44.2004
YBR261C	699	479.511	367	23.0197
YBR262C	321	117.345	109	27.9378
YBR263W	1473	1253.46	7526	180.587
YBR264C	600	380.646	184	14.5388
YBR265W	963	743.456	472	19.095
YBR267W	1182	962.456	1292	40.3751
YBR266C	453	236.135	0	0
YBR268W	318	115.071	203	53.0592
YBR269C	417	202.082	126	18.7532
YBR270C	1638	1418.46	584	12.3831
YBR271W	1260	1040.46	532	15.3787
YBR272C	1443	1223.46	538	13.2259
YBR273C	1311	1091.46	613	16.8922
YBR274W	1584	1364.46	658	14.5043
YBR275C	5751	5531.46	8634	46.9466
YBR276C	2424	2204.46	3709	50.6043
YBR277C	402	188.232	1	0.159786
YBR278W	606	386.646	115	8.94575
YBR279W	1338	1118.46	1718	46.1994
YBR280C	1914	1694.46	557	9.88682
YBR281C	2637	2417.46	2141	26.6373
YBR282W	441	224.532	353	47.2856
YBR283C	1473	1253.46	7543	180.995
YBR284W	2394	2174.46	1455	20.1254
YBR285W	435	218.733	39	5.36267
YBR286W	1614	1394.46	25147	542.392
YBR287W	1284	1064.46	3029	85.5861
YBR288C	1452	1232.46	882	21.5243
YBR289W	2718	2498.46	2466	29.6861
YBR290W	966	746.456	2109	84.9776
YBR291C	900	680.456	166	7.33736
YBR292C	372	160.793	68	12.7196
YBR293W	1425	1205.46	224	5.58893
YBR294W	2580	2360.46	13	0.165645
YBR295W	3651	3431.46	2098	18.389
YBR296C	1725	1505.46	30	0.599356
YBR296C-A	120	16.0289	5	9.38204
YBR297W	1407	1187.46	175	4.43254
YBR298C	1845	1625.46	278	5.14401
YBR298C-A	222	46.7685	0	0
YBR299W	1755	1535.46	88.9859	1.74307
YBR300C	498	279.618	7	0.752949
YBR301W	363	152.947	14	2.75308
YBR302C	1140	920.456	1380.98	45.1248
YCL076W	744	524.511	0	0
YCL075W	441	224.532	0	0
YCL074W	927	707.456	0	0
YCL073C	1848	1628.46	0	0
YCL069W	1377	1157.46	0	0
YCL068C	783	563.456	29.0112	1.54859
YCL067C	633	413.646	188	13.6698
YCL066W	528	308.976	1	0.0973435
YCL065W	369	158.057	0	0
YCL064C	1083	863.456	891	31.0363
YCL063W	1272	1052.46	860	24.5769
YCL061C	3291	3071.46	3588	35.135
YCL059C	951	731.456	1159	47.6571
YCL058C	459	241.943	5	0.621568
YCL058W-A	342	134.912	73	16.2744
YCL057C-A	294	95.8202	136	42.6888
YCL057W	2139	1919.46	5960	93.3899
YCL056C	435	218.733	67	9.2128
YCL055W	1008	788.456	294	11.2151
YCL054W-A	87	15.5333	8	15.4902
YCL054W	2526	2306.46	2611	34.0482
YCL052C	1251	1031.46	1801	52.5164
YCL051W	1752	1532.46	3994	78.3884
YCL050C	966	746.456	5862	236.197
YCL049C	939	719.456	273	11.4128
YCL048W-A	240	57.7621	3	1.56211
YCL048W	1392	1172.46	13	0.333487
YCL047C	777	557.456	141	7.60747
YCL045C	2283	2063.46	11657	169.912
YCL046W	324	119.84	4	1.0039
YCL044C	1254	1034.46	3059	88.9405
YCL043C	1569	1349.46	60468	1347.72
YCL041C	495	276.701	65.1466	7.08128
YCL042W	360	150.376	221.86	44.3745
YCL040W	1503	1283.46	11317.1	265.209
YCL039W	2238	2018.46	2927	43.6149
YCL038C	1587	1367.46	516	11.3493
YCL037C	1305	1085.46	20128	557.725
YCL036W	1701	1481.46	1994	40.4826
YCL035C	333	127.248	151	35.6911
YCL034W	1065	845.456	755	26.8589
YCL033C	507	288.392	135	14.0793
YCL032W	1041	821.456	529	19.3688
YCL031C	894	674.456	1760	78.4858
YCL030C	2400	2180.46	4563	62.9412
YCL029C	1323	1103.46	1625	44.2925
YCL028W	1218	998.456	1771	53.3484
YCL027W	1539	1319.46	476	10.8504
YCL026C-B	582	362.646	122	10.1183
YCL026C-A	582	362.646	31	2.57105
YCL025C	1902	1682.46	6247	111.676
YCL023C	348	139.906	0	0
YCL024W	3114	2894.46	2197	22.8294
YCL022C	516	297.187	2	0.20241
YCL021W-A	378	166.082	1053	190.694
YCL020W	1317	1097.46	372.053	10.1965
YCL019W	5313	5093.46	31213.4	184.315
YCL018W	1095	875.456	0	0
YCL017C	1494	1274.46	1620	38.2316
YCL016C	1143	923.456	396	12.8977
YCL014W	4911	4691.46	10533	67.5268
YCL012C	405	190.96	92	14.4903
YCL011C	1284	1064.46	2790	78.8331
YCL010C	780	560.456	1696	91.0157
YCL009C	930	710.456	4908	207.778
YCL008C	1158	938.456	2112	67.688
YCL007C	393	179.948	6	1.00285
YCL005W-A	222	46.7685	45	28.9395
YCL005W	771	551.511	695	37.902
YCL004W	1566	1346.46	1323	29.5529
YCL002C	792	572.456	383	20.1228
YCL001W	567	347.716	1054	91.1692
YCL001W-A	462	244.845	21	2.57964
YCL001W-B	255	68.0619	22	9.72188
YCR001W	315	112.461	0	0
YCR002C	969	749.456	1019	40.894
YCR003W	552	332.75	269	24.3145
YCR004C	744	524.511	903	51.7803
YCR005C	1383	1163.46	7914	204.587
YCR006C	474	256.444	211	24.7469
YCR007C	720	500.511	185	11.1171
YCR008W	1812	1592.46	11882	224.416
YCR009C	798	578.456	2028	105.446
YCR010C	852	632.456	2	0.0951112
YCR011C	3150	2930.46	6447	66.169
YCR012W	1251	1031.46	65355	1905.72
YCR013C	648	428.646	1	0.0701671
YCR014C	1749	1529.46	497	9.77353
YCR015C	954	734.456	268	10.9749
YCR016W	873	653.456	398	18.3189
YCR017C	2862	2642.46	7540	85.8214
YCR018C	666	446.602	229	15.4222
YCR018C-A	255	68.0619	156.663	69.2297
YCR019W	1092	872.456	243	8.37712
YCR020C	648	428.646	52	3.64869
YCR020C-A	267	75.7694	63	25.008
YCR020W-B	237	56.1772	104	55.6807
