target_id	length	eff_length	est_counts	tpm
YBL068W	981	791.771	700	68.1373
YBL067C	2244	2054.77	461	17.2911
YBL066C	3447	3257.77	203	4.80244
YBL065W	345	165.75	0	0
YBL064C	786	596.771	296	38.227
YBL063W	3336	3146.77	302	7.39653
YBL062W	381	197.819	0	0
YBL061C	2091	1901.77	450	18.2365
YBL060W	2064	1874.77	125	5.13864
YBL059C-A	330	152.726	102	51.4724
YBL059W	582	392.818	28	5.49354
YBL058W	1272	1082.77	932	66.3385
YBL057C	627	437.818	251	44.1841
YBL056W	1407	1217.77	736	46.5799
YBL055C	1257	1067.77	205	14.7966
YBL054W	1578	1388.77	902	50.0567
YBL053W	375	192.378	6	2.40371
YBL052C	2496	2306.77	349	11.6602
YBL051C	2007	1817.77	1792	75.9775
YBL050W	879	689.771	253	28.2684
YBL049W	417	231.406	1	0.333051
YBL048W	312	138.244	0	0
YBL047C	4146	3956.77	3662	71.3286
YBL046W	1326	1136.77	100	6.77974
YBL045C	1374	1184.77	981	63.8147
YBL044W	369	187.001	1	0.412137
YBL043W	774	584.771	19	2.50411
YBL042C	1920	1730.77	736	32.7736
YBL041W	726	536.771	762	109.409
YBL040C	660	470.818	452	73.9897
YBL039W-B	180	46.2925	17	28.3025
YBL039C	1740	1550.77	4005	199.04
YBL039C-A	84	12.1979	0	0
YBL038W	699	509.771	181	27.3646
YBL037W	3078	2888.77	370	9.87131
YBL036C	774	584.771	363	47.8418
YBL035C	2118	1928.77	365	14.5847
YBL034C	4542	4352.77	403	7.13552
YBL033C	1038	848.771	258	23.4269
YBL032W	1146	956.771	1489	119.942
YBL031W	1017	827.771	104	9.68299
YBL030C	957	767.771	1606	161.213
YBL029C-A	285	117.016	155	102.087
YBL029W	1131	941.771	74	6.05582
YBL028C	321	145.519	745	394.568
YBL027W	570	380.972	10082.8	2039.74
YBL026W	288	119.283	256	165.405
YBL025W	438	251.268	52	15.9497
YBL024W	2055	1865.77	2384	98.4769
YBL023C	2607	2417.77	380	12.1131
YBL022C	3402	3212.77	1838	44.0912
YBL021C	435	248.368	69	21.4111
YBL020W	1725	1535.77	281	14.1015
YBL019W	1563	1373.77	62	3.47827
YBL018C	402	217.292	129	45.7544
YBL017C	4740	4550.77	975	16.5122
YBL016W	1062	872.771	558	49.2743
YBL015W	1581	1391.77	231	12.7918
YBL014C	2685	2495.77	276	8.52296
YBL013W	1206	1016.77	24	1.81917
YBL012C	402	217.292	0	0
YBL011W	2280	2090.77	518	19.0946
YBL010C	843	653.771	98	11.5528
YBL009W	2031	1841.77	393	16.4454
YBL008W-A	240	83.8137	0	0
YBL008W	2523	2333.77	227	7.49642
YBL007C	3735	3545.77	2762	60.0343
YBL006C	543	354.158	205	44.6112
YBL006W-A	150	31.0617	0	0
YBL005W	2931	2741.77	243	6.83064
YBL005W-A	1323	1133.77	2117.9	143.968
YBL005W-B	5268	5078.77	14414.6	218.741
YBL004W	7482	7292.77	4210	44.4914
YBL003C	399	214.665	2234.51	802.245
YBL002W	396	211.861	4245	1544.24
YBL001C	315	140.656	358	196.16
YBR001C	2343	2153.77	165	5.90433
YBR002C	861	671.771	196	22.4865
YBR003W	1422	1232.77	211	13.1913
YBR004C	1302	1112.77	283	19.6005
YBR005W	642	452.818	107	18.2115
YBR006W	1494	1304.77	113	6.67468
YBR007C	2211	2021.77	247	9.41567
YBR008C	1647	1457.77	88	4.65243
YBR009C	312	138.244	2587.55	1442.54
YBR010W	411	225.707	1928.58	658.536
YBR011C	864	674.771	14212	1623.25
YBR012C	420	234.195	19	6.25263
YBR012W-A	1323	1133.77	82.0575	5.57801
YBR012W-B	5271	5081.77	830.299	12.5923
YBR013C	390	206.18	31	11.5878
YBR014C	612	422.818	183	33.3567
YBR015C	1794	1604.77	857	41.158
YBR016W	387	203.368	626	237.235
YBR017C	2757	2567.77	1767	53.0355
YBR018C	1101	911.771	16	1.35245
YBR019C	2100	1910.77	12	0.484015
YBR020W	1587	1397.77	0	0
YBR021W	1902	1712.77	169	7.60455
YBR022W	534	345.228	86	19.199
YBR023C	3498	3308.77	582	13.5563
YBR024W	906	716.771	80	8.60193
YBR025C	1185	995.771	7384	571.503
YBR026C	1143	953.771	387	31.2718
YBR027C	333	155.206	2	0.993133
YBR028C	1578	1388.77	217	12.0425
YBR029C	1374	1184.77	552	35.908
YBR030W	1659	1469.77	215	11.2739
YBR031W	1089	899.771	23995.2	2055.32
YBR032W	303	130.826	0	0
YBR033W	2760	2570.77	5	0.149897
YBR034C	1047	857.771	1332	119.679
YBR035C	687	497.771	587	90.8855
YBR036C	1233	1043.77	783	57.8153
YBR037C	888	698.771	142	15.6617
YBR038W	2892	2702.77	854	24.352
YBR039W	936	746.771	1027	105.991
YBR040W	897	707.771	1	0.108891
YBR041W	2010	1820.77	413	17.4816
YBR042C	1194	1004.77	240	18.409
YBR043C	2070	1880.77	128	5.24518
YBR044C	1719	1529.77	120	6.04562
YBR045C	1920	1730.77	13	0.578882
YBR046C	1005	815.771	159	15.0216
YBR047W	528	339.262	25	5.67925
YBR048W	471	282.815	8367.11	2280.13
YBR049C	2433	2243.77	872	29.9519
YBR050C	1017	827.771	19	1.76901
YBR051W	351	170.889	2	0.901989
YBR052C	633	443.818	563	97.7663
YBR053C	1077	887.771	186	16.1472
YBR054W	1035	845.771	584	53.2165
YBR055C	2700	2510.77	316	9.69988
YBR056W	1506	1316.77	297	17.3833
YBR056W-A	201	58.2455	137	181.278
YBR056C-B	159	35.5289	0	0
YBR057C	1101	911.771	184	15.5531
YBR058C	2346	2156.77	674	24.0847
YBR058C-A	243	85.7817	354	318.05
YBR059C	3327	3137.77	784	19.2567
YBR060C	1863	1673.77	430	19.7997
YBR061C	933	743.771	433	44.8678
YBR062C	543	354.158	119	25.8962
YBR063C	1215	1025.77	119	8.94093
YBR064W	429	242.69	1	0.317567
YBR065C	1095	905.771	126	10.7211
YBR066C	663	473.818	149	24.236
YBR067C	633	443.818	3886	674.813
YBR068C	1830	1640.77	1013	47.5826
YBR069C	1860	1670.77	1504	69.3773
YBR070C	714	524.771	61	8.95873
YBR071W	636	446.818	237	40.8793
YBR072W	645	455.818	1372	231.979
YBR072C-A	162	36.9749	0	0
YBR073W	2877	2687.77	587	16.8319
YBR074W	2931	2741.77	671	18.8616
YBR076W	1065	875.771	1	0.0880026
YBR076C-A	267	103.511	38	28.2934
YBR077C	489	300.553	109	27.9506
YBR078W	1290	1100.77	9567	669.831
YBR079C	2895	2705.77	4928	140.367
YBR080C	2277	2087.77	957	35.3277
YBR081C	3999	3809.77	490	9.91251
YBR082C	447	259.627	3285	975.152
YBR083W	1461	1271.77	488	29.5731
YBR084W	2928	2738.77	2686	75.5852
YBR084C-A	570	380.972	9343.21	1890.12
YBR085W	924	734.771	104	10.9086
YBR085C-A	258	96.7165	257	204.795
YBR086C	2841	2651.77	1581	45.9496
YBR087W	1065	875.771	275	24.2007
YBR088C	777	587.771	724	94.9329
YBR089W	600	410.818	0	0
YBR089C-A	300	128.582	423.146	253.628
YBR090C	369	187.001	37.8543	15.6012
YBR091C	330	152.726	64	32.2964
YBR092C	1404	1214.77	2109.67	133.846
YBR093C	1404	1214.77	1028.53	65.2543
YBR094W	2262	2072.77	533	19.8181
YBR095C	1293	1103.77	173	12.0796
YBR096W	693	503.771	399	61.0416
YBR097W	4365	4175.77	229	4.22654
YBR098W	2076	1886.77	55	2.24662
YBR099C	384	200.616	15	5.76252
YBR101C	873	683.771	1223	137.848
YBR102C	2262	2072.77	345	12.8279
YBR103W	1608	1418.77	158	8.58284
YBR103C-A	144	28.1609	0	0
YBR104W	990	800.771	203	19.5377
YBR105C	1089	899.771	287	24.5831
YBR106W	567	378.01	2228	454.253
YBR107C	738	548.771	39	5.47721
YBR108W	2844	2654.77	353	10.2479
YBR109C	444	256.834	807	242.163
YBR109W-A	225	73.2661	3	3.15576
YBR110W	1350	1160.77	281	18.6572
YBR111C	696	506.771	557	84.709
YBR111W-A	291	121.552	105	66.5751
YBR112C	2901	2711.77	1593.17	45.2789
YBR113W	483	294.613	0	0
YBR114W	2373	2183.77	140	4.94091
YBR115C	4179	3989.77	2	0.0386339
YBR116C	528	339.262	0	0
YBR117C	2046	1856.77	25	1.03769
YBR118W	1377	1187.77	125102	8117.39
YBR119W	897	707.771	122	13.2847
YBR120C	489	300.553	44	11.2828
YBR121C	2004	1814.77	7514	319.106
YBR121C-A	159	35.5289	0	0
YBR122C	534	345.228	250	55.8111
YBR123C	1950	1760.77	196	8.57906
YBR124W	360	178.984	0	0
YBR125C	1182	992.771	212	16.4578
YBR126C	1488	1298.77	1139	67.5892
YBR126W-A	207	61.9611	335.399	417.185
YBR126W-B	144	28.1609	156.601	428.582
YBR127C	1554	1364.77	8720	492.428
YBR128C	1035	845.771	13	1.18461
YBR129C	987	797.771	102	9.8539
YBR130C	1278	1088.77	519	36.7381
YBR131W	2115	1925.77	117	4.68239
YBR131C-A	90	12.1006	0	0
YBR132C	1791	1601.77	96	4.6191
YBR133C	2484	2294.77	561	18.8413
YBR134W	402	217.292	0	0
YBR135W	453	265.416	275	79.8532
YBR136W	7107	6917.77	350	3.89931
YBR137W	540	351.193	152	33.3568
YBR138C	1575	1385.77	89	4.94977
YBR139W	1527	1337.77	296	17.0528
YBR140C	9279	9089.77	995	8.43639
YBR141C	1014	824.771	119	11.1199
YBR141W-A	96	13.1318	0	0
YBR142W	2322	2132.77	1292	46.6879
YBR143C	1314	1124.77	2776	190.214
YBR144C	315	140.656	1	0.547932
YBR145W	1056	866.771	72	6.40198
YBR146W	837	647.771	440	52.3501
YBR147W	891	701.771	4	0.43929
YBR148W	1830	1640.77	20	0.939438
YBR149W	1035	845.771	790	71.9881
YBR150C	3285	3095.77	175	4.35668
YBR151W	951	761.771	472	47.7533
YBR152W	876	686.771	49	5.49883
YBR153W	735	545.771	141	19.9111
YBR154C	648	458.818	862	144.795
YBR155W	1158	968.771	404	32.14
YBR156C	2097	1907.77	193	7.79682
YBR157C	768	578.771	157	20.9064
YBR158W	1650	1460.77	1844	97.2893
YBR159W	1044	854.771	915	82.5007
YBR160W	897	707.771	230	25.045
YBR161W	1131	941.771	86	7.03784
YBR162C	1368	1178.77	4798	313.702
YBR162W-A	198	56.4552	75	102.387
YBR163W	1758	1568.77	173	8.4991
YBR164C	552	363.158	171	36.29
YBR165W	834	644.771	114	13.6265
YBR166C	1359	1169.77	375	24.7068
YBR167C	423	237.076	66	21.4557
YBR168W	1242	1052.77	47	3.44073
YBR169C	2082	1892.77	589	23.983
YBR170C	1743	1553.77	242	12.0037
YBR171W	621	431.818	312	55.6852
YBR172C	2223	2033.77	735	27.853
YBR173C	447	259.627	659	195.624
YBR174C	315	140.656	1	0.547932
YBR175W	948	758.771	79	8.02422
YBR176W	939	749.771	109	11.2043
YBR177C	1356	1166.77	537	35.4711
YBR178W	375	192.378	1	0.400618
YBR179C	2568	2378.77	292	9.46055
YBR180W	1719	1529.77	6	0.302281
YBR181C	711	521.771	7148.6	1055.91
YBR182C	1359	1169.77	32	2.10831
YBR182C-A	195	54.7658	4	5.62907
YBR183W	951	761.771	70	7.08206
YBR184W	1572	1382.77	37	2.06223
YBR185C	837	647.771	146	17.3707
YBR186W	1695	1505.77	0	0
YBR187W	843	653.771	728	85.8207
YBR188C	423	237.076	88	28.6076
YBR189W	588	398.818	18095.8	3496.94
YBR190W	312	138.244	0	0
YBR191W	483	294.613	11952.5	3126.75
YBR191W-A	75	11.2111	6	41.2467
YBR192W	1134	944.771	151	12.3179
YBR193C	672	482.771	123	19.6359
YBR194W	372	189.672	33	13.409
YBR195C	1269	1079.77	273	19.4858
YBR196C	1665	1475.77	24655	1287.57
YBR196C-A	150	31.0617	5	12.406
YBR196C-B	105	14.3198	6	32.2924
YBR197C	654	464.818	124	20.5601
YBR198C	2397	2207.77	866	30.2308
YBR199W	1395	1205.77	387	24.7362
YBR200W	1656	1466.77	367	19.2837
YBR200W-A	165	38.355	0	0
YBR201W	636	446.818	76	13.109
YBR201C-A	204	59.9419	16	20.5719
YBR202W	2538	2348.77	677	22.2144
YBR203W	2775	2585.77	58	1.72872
YBR204C	1128	938.771	82	6.73194
YBR205W	1215	1025.77	601.15	45.1667
YBR206W	324	147.97	196.85	102.529
YBR207W	1398	1208.77	420	26.7788
YBR208C	5508	5318.77	516	7.47695
YBR209W	318	143.061	1	0.538721
YBR210W	429	242.69	65	20.6418
YBR211C	975	785.771	121	11.8679
YBR212W	2019	1829.77	574	24.1769
YBR213W	825	635.771	101	12.2435
YBR214W	1584	1394.77	331	18.2899
YBR215W	1878	1688.77	329	15.0145
YBR216C	2025	1835.77	263	11.0414
YBR217W	561	372.048	41	8.4932
YBR218C	3543	3353.77	3062.78	70.3831
YBR219C	384	200.616	0	0
YBR220C	1683	1493.77	309	15.9427
YBR221C	1101	911.771	3153	266.517
YBR221W-A	105	14.3198	0	0
YBR222C	1632	1442.77	955	51.0143
YBR223C	1635	1445.77	76	4.05136
YBR223W-A	120	18.7738	0	0
YBR224W	516	327.396	0	0
YBR225W	2703	2513.77	154	4.72151
YBR226C	411	225.707	0	0
YBR227C	1563	1373.77	183	10.2665
YBR228W	915	725.771	28	2.97334
YBR229C	2865	2675.77	602	17.3394
YBR230C	405	220.114	145	50.7699
YBR230W-A	201	58.2455	46	60.8669
YBR231C	912	722.771	101	10.7698
YBR232C	360	178.984	0	0
YBR233W	1242	1052.77	154	11.2739
YBR233W-A	285	117.016	44	28.9796
YBR234C	1155	965.771	856	68.3102
YBR235W	3363	3173.77	236	5.7309
YBR236C	1311	1121.77	238	16.3516
YBR237W	2550	2360.77	110	3.59108
YBR238C	2196	2006.77	796	30.5704
YBR239C	1590	1400.77	143	7.86783
YBR240C	1353	1163.77	9	0.596021
YBR241C	1467	1277.77	111	6.69509
YBR242W	717	527.771	364	53.1548
YBR243C	1347	1157.77	393	26.1611
YBR244W	489	300.553	508	130.265
YBR245C	3390	3200.77	908	21.8634
YBR246W	1164	974.771	345	27.2774
YBR247C	1452	1262.77	1265	77.2062
YBR248C	1659	1469.77	663	34.7656
YBR249C	1113	923.771	3617	301.766
YBR250W	1572	1382.77	28	1.56061
YBR251W	924	734.771	240	25.1736
YBR252W	444	256.834	463	138.936
YBR253W	366	184.307	86	35.9619
YBR254C	528	339.262	125	28.3962
YBR255W	2085	1895.77	139	5.65087
YBR255C-A	363	181.742	34	14.4182
YBR256C	717	527.771	267	38.9899
YBR257W	840	650.771	87	10.3033
YBR258C	429	242.69	15	4.7635
YBR259W	2067	1877.77	117	4.80208
YBR260C	2001	1811.77	390	16.59
YBR261C	699	509.771	324	48.9842
YBR262C	321	145.519	57	30.1884
YBR263W	1473	1283.77	2743	164.674
YBR264C	600	410.818	46	8.62967
YBR265W	963	773.771	375	37.3512
YBR267W	1182	992.771	808	62.7261
YBR266C	453	265.416	0	0
YBR268W	318	143.061	166	89.4277
YBR269C	417	231.406	123	40.9653
YBR270C	1638	1448.77	45	2.39386
YBR271W	1260	1070.77	270	19.4336
YBR272C	1443	1253.77	156	9.58943
YBR273C	1311	1121.77	280	19.2371
YBR274W	1584	1394.77	155	8.56476
YBR275C	5751	5561.77	504	6.98399
YBR276C	2424	2234.77	434	14.9673
YBR277C	402	217.292	1	0.354685
YBR278W	606	416.818	102	18.8599
YBR279W	1338	1148.77	540	36.2282
YBR280C	1914	1724.77	61	2.72574
YBR281C	2637	2447.77	364	11.4609
YBR282W	441	253.988	178	54.0124
YBR283C	1473	1283.77	2457	147.504
YBR284W	2394	2204.77	18	0.62921
YBR285W	435	248.368	3	0.930918
YBR286W	1614	1424.77	6557	354.688
YBR287W	1284	1094.77	390	27.4554
YBR288C	1452	1262.77	422	25.7557
YBR289W	2718	2528.77	467	14.2329
YBR290W	966	776.771	253	25.1023
YBR291C	900	710.771	65	7.04807
YBR292C	372	189.672	19	7.72034
YBR293W	1425	1235.77	78	4.86455
YBR294W	2580	2390.77	0	0
YBR295W	3651	3461.77	108	2.40443
YBR296C	1725	1535.77	158	7.92897
YBR296C-A	120	18.7738	0	0
YBR297W	1407	1217.77	41.6418	2.63542
YBR298C	1845	1655.77	13	0.605103
YBR298C-A	222	71.2989	0	0
YBR299W	1755	1565.77	17.0526	0.839362
YBR300C	498	309.492	2	0.498043
YBR301W	363	181.742	10	4.24064
YBR302C	1140	950.771	345.926	28.041
YCL076W	744	554.771	0	0
YCL075W	441	253.988	0	0
YCL074W	927	737.771	0	0
YCL073C	1848	1658.77	0	0
YCL069W	1377	1187.77	0	0
YCL068C	783	593.771	0	0
YCL067C	633	443.818	275	47.7544
YCL066W	528	339.262	118.5	26.9196
YCL065W	369	187.001	0	0
YCL064C	1083	893.771	3147	271.367
YCL063W	1272	1082.77	256	18.2217
YCL061C	3291	3101.77	268	6.65904
YCL059C	951	761.771	1100	111.29
YCL058C	459	271.146	15	4.26357
YCL058W-A	342	162.99	60	28.3711
YCL057C-A	294	123.839	167	103.931
YCL057W	2139	1949.77	914	36.1284
YCL056C	435	248.368	28	8.68857
YCL055W	1008	818.771	281	26.4503
YCL054W-A	87	11.9757	0	0
YCL054W	2526	2336.77	1219	40.2044
YCL052C	1251	1061.77	240	17.4207
YCL051W	1752	1562.77	191	9.41942
YCL050C	966	776.771	2573	255.29
YCL049C	939	749.771	102	10.4847
YCL048W-A	240	83.8137	0	0
YCL048W	1392	1202.77	1	0.0640772
YCL047C	777	587.771	81	10.6209
YCL045C	2283	2093.77	1149	42.2938
YCL046W	324	147.97	0	0
YCL044C	1254	1064.77	291	21.0631
YCL043C	1569	1379.77	6930.96	387.144
YCL041C	495	306.553	28.7543	7.22908
YCL042W	360	178.984	41.876	18.0317
YCL040W	1503	1313.77	1096.12	64.3023
YCL039W	2238	2048.77	236	8.87779
YCL038C	1587	1397.77	99	5.45865
YCL037C	1305	1115.77	4717	325.819
YCL036W	1701	1511.77	323	16.4666
YCL035C	333	155.206	173	85.906
YCL034W	1065	875.771	250	22.0007
YCL033C	507	318.46	199	48.1597
YCL032W	1041	851.771	103	9.31967
YCL031C	894	704.771	666	72.8304
YCL030C	2400	2210.77	1955	68.1537
YCL029C	1323	1133.77	266	18.0818
YCL028W	1218	1028.77	1234	92.4448
YCL027W	1539	1349.77	171	9.76388
YCL026C-B	582	392.818	57	11.1833
YCL026C-A	582	392.818	1	0.196198
YCL025C	1902	1712.77	122	5.48968
YCL023C	348	168.419	0	0
YCL024W	3114	2924.77	173	4.55869
YCL022C	516	327.396	0	0
YCL021W-A	378	195.08	109	43.0625
YCL020W	1317	1127.77	0.000211702	1.44674e-05
YCL019W	5313	5123.77	380.004	5.7159
YCL018W	1095	905.771	885	75.3028
YCL017C	1494	1304.77	1053	62.1986
YCL016C	1143	953.771	94	7.59574
YCL014W	4911	4721.77	651	10.6258
YCL012C	405	220.114	77	26.9606
YCL011C	1284	1094.77	760	53.5028
YCL010C	780	590.771	136	17.7421
YCL009C	930	740.771	3554	369.76
YCL008C	1158	968.771	327	26.0143
YCL007C	393	209.011	0	0
YCL005W-A	222	71.2989	36	38.914
YCL005W	771	581.771	110	14.5723
YCL004W	1566	1376.77	73	4.08646
YCL002C	792	602.771	101	12.9138
YCL001W	567	378.01	651	132.728
YCL001W-A	462	274.01	0	0
YCL001W-B	255	94.5148	2	1.63086
YCR001W	315	140.656	0	0
YCR002C	969	779.771	599	59.2033
YCR003W	552	363.158	121	25.6789
YCR004C	744	554.771	955	132.671
YCR005C	1383	1193.77	739	47.71
YCR006C	474	285.758	13	3.50616
YCR007C	720	530.771	27	3.92051
YCR008W	1812	1622.77	708	33.625
YCR009C	798	608.771	697	88.2399
YCR010C	852	662.771	1	0.116285
YCR011C	3150	2960.77	556	14.4729
YCR012W	1251	1061.77	62368	4527.07
YCR013C	648	458.818	0	0
YCR014C	1749	1559.77	55	2.71762
YCR015C	954	764.771	45	4.5349
YCR016W	873	683.771	372	41.9294
YCR017C	2862	2672.77	1181	34.0545
YCR018C	666	476.771	122	19.7213
YCR018C-A	255	94.5148	43.7812	35.7005
YCR019W	1092	902.771	68	5.80521
YCR020C	648	458.818	24	4.03141
YCR020C-A	267	103.511	45	33.5053
YCR020W-B	237	81.6623	43	40.582
YCR021C	999	809.771	3783	360.048
YCR022C	345	165.75	11	5.11475
YCR023C	1836	1646.77	142	6.64571
YCR024C	1479	1289.77	104	6.21451
YCR024C-B	267	103.511	1583	1178.64
YCR024C-A	123	19.6399	591	2319.18
YCR025C	411	225.707	9	3.07315
YCR026C	2229	2039.77	175	6.61215
YCR027C	630	440.818	80	13.9867
YCR028C	1539	1349.77	215	12.2762
YCR028C-A	408	222.912	721	249.281
